Model	SNP1	SNP2	a	b	c	d	OR	Lower_CI	Upper_CI	chi_square	chi_pvalue
(AA+Aa)*(BB)_vs_other	6	86	6	44	10	40	0.545455	0.181750	1.636979	0.669643	0.413176
(AA+Aa)*(BB)_vs_other	6	87	6	44	10	40	0.545455	0.181750	1.636979	0.669643	0.413176
(AA+Aa)*(BB)_vs_other	6	88	6	44	10	40	0.545455	0.181750	1.636979	0.669643	0.413176
(AA+Aa)*(BB)_vs_other	6	89	2	48	4	46	0.479167	0.083691	2.743442	0.177305	0.673700
(AA+Aa)*(BB)_vs_other	6	90	4	46	5	45	0.782609	0.197374	3.103133	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	6	91	2	48	4	46	0.479167	0.083691	2.743442	0.177305	0.673700
(AA+Aa)*(BB)_vs_other	6	92	2	48	4	46	0.479167	0.083691	2.743442	0.177305	0.673700
(AA+Aa)*(BB)_vs_other	6	93	2	48	4	46	0.479167	0.083691	2.743442	0.177305	0.673700
(AA+Aa)*(BB)_vs_other	6	94	2	48	4	46	0.479167	0.083691	2.743442	0.177305	0.673700
(AA+Aa)*(BB)_vs_other	6	95	2	48	4	46	0.479167	0.083691	2.743442	0.177305	0.673700
(AA+Aa)*(BB)_vs_other	6	96	2	48	4	46	0.479167	0.083691	2.743442	0.177305	0.673700
(AA+Aa)*(BB)_vs_other	6	97	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	6	98	2	48	4	46	0.479167	0.083691	2.743442	0.177305	0.673700
(AA+Aa)*(BB)_vs_other	6	99	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	7	8	3	47	1	50	3.191489	0.320623	31.768194	0.281364	0.595809
(AA+Aa)*(BB)_vs_other	7	9	1	49	1	50	1.020408	0.062068	16.775553	0.490147	0.483862
(AA+Aa)*(BB)_vs_other	7	10	4	46	4	46	1.000000	0.235762	4.241560	0.135870	0.712422
(AA+Aa)*(BB)_vs_other	7	11	4	46	6	44	0.637681	0.168488	2.413447	0.111111	0.738883
(AA+Aa)*(BB)_vs_other	7	12	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
(AA+Aa)*(BB)_vs_other	7	13	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	7	14	1	50	2	48	0.480000	0.042133	5.468393	0.000303	0.986109
(AA+Aa)*(BB)_vs_other	7	15	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
(AA+Aa)*(BB)_vs_other	7	16	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
(AA+Aa)*(BB)_vs_other	7	17	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	7	18	5	45	8	42	0.583333	0.176775	1.924923	0.353669	0.552043
(AA+Aa)*(BB)_vs_other	7	19	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	7	20	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	7	21	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	7	22	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	7	23	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	7	24	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
(AA+Aa)*(BB)_vs_other	7	25	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
(AA+Aa)*(BB)_vs_other	7	26	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
(AA+Aa)*(BB)_vs_other	7	27	4	46	4	46	1.000000	0.235762	4.241560	0.135870	0.712422
(AA+Aa)*(BB)_vs_other	7	28	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
(AA+Aa)*(BB)_vs_other	7	29	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	7	30	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
(AA+Aa)*(BB)_vs_other	7	31	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
(AA+Aa)*(BB)_vs_other	7	32	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
(AA+Aa)*(BB)_vs_other	7	33	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
(AA+Aa)*(BB)_vs_other	7	34	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
(AA+Aa)*(BB)_vs_other	7	35	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
(AA+Aa)*(BB)_vs_other	7	36	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
(AA+Aa)*(BB)_vs_other	7	37	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
(AA+Aa)*(BB)_vs_other	7	38	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	7	39	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
(AA+Aa)*(BB)_vs_other	7	40	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
(AA+Aa)*(BB)_vs_other	7	41	1	49	3	47	0.319728	0.032109	3.183668	0.260417	0.609834
(AA+Aa)*(BB)_vs_other	7	42	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	7	43	5	45	5	45	1.000000	0.270721	3.693841	0.111111	0.738883
(AA+Aa)*(BB)_vs_other	7	44	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	7	45	5	45	4	46	1.277778	0.322255	5.066535	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	7	46	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	7	47	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
(AA+Aa)*(BB)_vs_other	7	48	6	44	5	45	1.227273	0.348998	4.315779	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	7	49	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
(AA+Aa)*(BB)_vs_other	7	50	6	44	12	38	0.431818	0.147848	1.261211	1.693767	0.193105
(AA+Aa)*(BB)_vs_other	7	51	5	45	5	45	1.000000	0.270721	3.693841	0.111111	0.738883
(AA+Aa)*(BB)_vs_other	7	52	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
(AA+Aa)*(BB)_vs_other	7	53	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
(AA+Aa)*(BB)_vs_other	7	54	6	44	5	45	1.227273	0.348998	4.315779	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	7	55	6	44	5	45	1.227273	0.348998	4.315779	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	7	56	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	7	57	6	44	8	42	0.715909	0.228997	2.238131	0.083056	0.773197
(AA+Aa)*(BB)_vs_other	7	58	5	45	3	47	1.740741	0.392861	7.713101	0.135870	0.712422
(AA+Aa)*(BB)_vs_other	7	59	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	7	60	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	7	61	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
(AA+Aa)*(BB)_vs_other	7	62	1	49	1	50	1.020408	0.062068	16.775553	0.490147	0.483862
(AA+Aa)*(BB)_vs_other	7	63	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	7	64	6	44	5	45	1.227273	0.348998	4.315779	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	7	65	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	7	66	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	7	67	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	7	68	6	44	5	45	1.227273	0.348998	4.315779	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	7	69	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
(AA+Aa)*(BB)_vs_other	7	70	9	41	17	33	0.426112	0.168302	1.078841	2.546777	0.110519
(AA+Aa)*(BB)_vs_other	7	71	9	41	17	33	0.426112	0.168302	1.078841	2.546777	0.110519
(AA+Aa)*(BB)_vs_other	7	72	5	45	4	46	1.277778	0.322255	5.066535	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	7	73	5	45	3	47	1.740741	0.392861	7.713101	0.135870	0.712422
(AA+Aa)*(BB)_vs_other	7	74	5	45	4	46	1.277778	0.322255	5.066535	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	7	75	7	43	6	44	1.193798	0.371020	3.841176	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	7	76	6	44	4	46	1.568182	0.414345	5.935135	0.111111	0.738883
(AA+Aa)*(BB)_vs_other	7	77	1	49	1	50	1.020408	0.062068	16.775553	0.490147	0.483862
(AA+Aa)*(BB)_vs_other	7	78	1	49	1	49	1.000000	0.060810	16.444649	0.510204	0.475051
(AA+Aa)*(BB)_vs_other	7	79	2	48	4	46	0.479167	0.083691	2.743442	0.177305	0.673700
(AA+Aa)*(BB)_vs_other	7	80	4	46	6	44	0.637681	0.168488	2.413447	0.111111	0.738883
(AA+Aa)*(BB)_vs_other	7	81	6	44	10	40	0.545455	0.181750	1.636979	0.669643	0.413176
(AA+Aa)*(BB)_vs_other	7	82	4	46	7	43	0.534162	0.146022	1.954008	0.408580	0.522691
(AA+Aa)*(BB)_vs_other	7	83	6	44	8	42	0.715909	0.228997	2.238131	0.083056	0.773197
(AA+Aa)*(BB)_vs_other	7	84	6	44	9	41	0.621212	0.203259	1.898586	0.313726	0.575403
(AA+Aa)*(BB)_vs_other	7	85	6	44	9	41	0.621212	0.203259	1.898586	0.313726	0.575403
(AA+Aa)*(BB)_vs_other	7	86	6	44	9	41	0.621212	0.203259	1.898586	0.313726	0.575403
(AA+Aa)*(BB)_vs_other	7	87	6	44	9	41	0.621212	0.203259	1.898586	0.313726	0.575403
(AA+Aa)*(BB)_vs_other	7	88	6	44	9	41	0.621212	0.203259	1.898586	0.313726	0.575403
(AA+Aa)*(BB)_vs_other	7	89	2	48	2	48	1.000000	0.135279	7.392135	0.260417	0.609834
(AA+Aa)*(BB)_vs_other	7	90	4	46	3	47	1.362319	0.288806	6.426151	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	7	91	2	48	2	48	1.000000	0.135279	7.392135	0.260417	0.609834
(AA+Aa)*(BB)_vs_other	7	92	2	48	2	48	1.000000	0.135279	7.392135	0.260417	0.609834
(AA+Aa)*(BB)_vs_other	7	93	2	48	2	48	1.000000	0.135279	7.392135	0.260417	0.609834
(AA+Aa)*(BB)_vs_other	7	94	2	48	2	48	1.000000	0.135279	7.392135	0.260417	0.609834
(AA+Aa)*(BB)_vs_other	7	95	2	48	2	48	1.000000	0.135279	7.392135	0.260417	0.609834
(AA+Aa)*(BB)_vs_other	7	96	2	48	2	48	1.000000	0.135279	7.392135	0.260417	0.609834
(AA+Aa)*(BB)_vs_other	7	97	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	7	98	2	48	2	48	1.000000	0.135279	7.392135	0.260417	0.609834
(AA+Aa)*(BB)_vs_other	7	99	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	8	9	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	8	10	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
(AA+Aa)*(BB)_vs_other	8	11	5	45	3	47	1.740741	0.392861	7.713101	0.135870	0.712422
(AA+Aa)*(BB)_vs_other	8	12	2	48	1	49	2.041667	0.179154	23.267157	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	8	13	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	8	14	3	47	4	46	0.734043	0.155614	3.462529	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	8	15	3	47	5	45	0.574468	0.129650	2.545428	0.135870	0.712422
(AA+Aa)*(BB)_vs_other	8	16	3	47	5	45	0.574468	0.129650	2.545428	0.135870	0.712422
(AA+Aa)*(BB)_vs_other	8	17	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	8	18	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
(AA+Aa)*(BB)_vs_other	8	19	1	50	4	46	0.230000	0.024790	2.133910	0.883936	0.347126
(AA+Aa)*(BB)_vs_other	8	20	1	50	4	46	0.230000	0.024790	2.133910	0.883936	0.347126
(AA+Aa)*(BB)_vs_other	8	21	1	50	4	46	0.230000	0.024790	2.133910	0.883936	0.347126
(AA+Aa)*(BB)_vs_other	8	22	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
(AA+Aa)*(BB)_vs_other	8	23	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
(AA+Aa)*(BB)_vs_other	8	24	2	48	5	45	0.375000	0.069227	2.031357	0.614439	0.433121
(AA+Aa)*(BB)_vs_other	8	25	3	47	5	45	0.574468	0.129650	2.545428	0.135870	0.712422
(AA+Aa)*(BB)_vs_other	8	26	3	47	4	46	0.734043	0.155614	3.462529	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	8	27	1	49	1	50	1.020408	0.062068	16.775553	0.490147	0.483862
(AA+Aa)*(BB)_vs_other	8	28	3	47	4	46	0.734043	0.155614	3.462529	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	8	29	1	49	1	50	1.020408	0.062068	16.775553	0.490147	0.483862
(AA+Aa)*(BB)_vs_other	8	30	3	47	5	45	0.574468	0.129650	2.545428	0.135870	0.712422
(AA+Aa)*(BB)_vs_other	8	31	3	47	5	45	0.574468	0.129650	2.545428	0.135870	0.712422
(AA+Aa)*(BB)_vs_other	8	32	3	47	4	46	0.734043	0.155614	3.462529	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	8	33	3	47	4	46	0.734043	0.155614	3.462529	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	8	34	3	47	4	46	0.734043	0.155614	3.462529	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	8	35	3	47	5	45	0.574468	0.129650	2.545428	0.135870	0.712422
(AA+Aa)*(BB)_vs_other	8	36	3	47	4	46	0.734043	0.155614	3.462529	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	8	37	3	47	4	46	0.734043	0.155614	3.462529	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	8	38	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	8	39	3	47	5	45	0.574468	0.129650	2.545428	0.135870	0.712422
(AA+Aa)*(BB)_vs_other	8	40	3	47	5	45	0.574468	0.129650	2.545428	0.135870	0.712422
(AA+Aa)*(BB)_vs_other	8	41	1	49	1	49	1.000000	0.060810	16.444649	0.510204	0.475051
(AA+Aa)*(BB)_vs_other	8	42	2	48	5	45	0.375000	0.069227	2.031357	0.614439	0.433121
(AA+Aa)*(BB)_vs_other	8	43	2	48	1	49	2.041667	0.179154	23.267157	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	8	44	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	8	45	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
(AA+Aa)*(BB)_vs_other	8	46	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	8	47	3	47	5	45	0.574468	0.129650	2.545428	0.135870	0.712422
(AA+Aa)*(BB)_vs_other	8	48	4	46	1	50	4.347826	0.468623	40.338570	0.883936	0.347126
(AA+Aa)*(BB)_vs_other	8	49	3	47	5	45	0.574468	0.129650	2.545428	0.135870	0.712422
(AA+Aa)*(BB)_vs_other	8	50	9	41	5	45	1.975610	0.611770	6.379904	0.747508	0.387266
(AA+Aa)*(BB)_vs_other	8	51	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
(AA+Aa)*(BB)_vs_other	8	52	3	47	5	45	0.574468	0.129650	2.545428	0.135870	0.712422
(AA+Aa)*(BB)_vs_other	8	53	3	47	5	45	0.574468	0.129650	2.545428	0.135870	0.712422
(AA+Aa)*(BB)_vs_other	8	54	4	46	1	50	4.347826	0.468623	40.338570	0.883936	0.347126
(AA+Aa)*(BB)_vs_other	8	55	4	46	1	49	4.260870	0.459089	39.545719	0.842105	0.358795
(AA+Aa)*(BB)_vs_other	8	56	1	50	4	46	0.230000	0.024790	2.133910	0.883936	0.347126
(AA+Aa)*(BB)_vs_other	8	57	6	44	2	48	3.272727	0.627403	17.071550	1.222826	0.268807
(AA+Aa)*(BB)_vs_other	8	58	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
(AA+Aa)*(BB)_vs_other	8	59	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	8	60	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	8	61	3	47	5	45	0.574468	0.129650	2.545428	0.135870	0.712422
(AA+Aa)*(BB)_vs_other	8	62	3	47	6	44	0.468085	0.110280	1.986799	0.488400	0.484642
(AA+Aa)*(BB)_vs_other	8	63	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	8	64	4	46	1	49	4.260870	0.459089	39.545719	0.842105	0.358795
(AA+Aa)*(BB)_vs_other	8	65	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	8	66	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	8	67	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	8	68	4	46	1	49	4.260870	0.459089	39.545719	0.842105	0.358795
(AA+Aa)*(BB)_vs_other	8	69	2	48	1	49	2.041667	0.179154	23.267157	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	8	70	9	41	5	45	1.975610	0.611770	6.379904	0.747508	0.387266
(AA+Aa)*(BB)_vs_other	8	71	9	41	5	45	1.975610	0.611770	6.379904	0.747508	0.387266
(AA+Aa)*(BB)_vs_other	8	72	3	47	2	48	1.531915	0.244789	9.586875	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	8	73	3	47	2	48	1.531915	0.244789	9.586875	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	8	74	3	47	2	48	1.531915	0.244789	9.586875	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	8	75	7	43	4	46	1.872093	0.511769	6.848275	0.408580	0.522691
(AA+Aa)*(BB)_vs_other	8	76	3	47	3	47	1.000000	0.191931	5.210198	0.177305	0.673700
(AA+Aa)*(BB)_vs_other	8	77	1	49	1	49	1.000000	0.060810	16.444649	0.510204	0.475051
(AA+Aa)*(BB)_vs_other	8	78	1	49	1	49	1.000000	0.060810	16.444649	0.510204	0.475051
(AA+Aa)*(BB)_vs_other	8	79	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
(AA+Aa)*(BB)_vs_other	8	80	2	48	4	46	0.479167	0.083691	2.743442	0.177305	0.673700
(AA+Aa)*(BB)_vs_other	8	81	4	46	5	45	0.782609	0.197374	3.103133	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	8	82	2	48	4	46	0.479167	0.083691	2.743442	0.177305	0.673700
(AA+Aa)*(BB)_vs_other	8	83	3	47	4	46	0.734043	0.155614	3.462529	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	8	84	3	47	4	46	0.734043	0.155614	3.462529	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	8	85	3	47	4	46	0.734043	0.155614	3.462529	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	8	86	3	47	4	46	0.734043	0.155614	3.462529	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	8	87	3	47	4	46	0.734043	0.155614	3.462529	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	8	88	3	47	4	46	0.734043	0.155614	3.462529	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	8	89	7	43	2	48	3.906977	0.769721	19.831179	1.953602	0.162199
(AA+Aa)*(BB)_vs_other	8	90	8	42	2	48	4.571429	0.919362	22.730947	2.777778	0.095581
(AA+Aa)*(BB)_vs_other	8	91	7	43	2	48	3.906977	0.769721	19.831179	1.953602	0.162199
(AA+Aa)*(BB)_vs_other	8	92	7	43	2	48	3.906977	0.769721	19.831179	1.953602	0.162199
(AA+Aa)*(BB)_vs_other	8	93	7	43	2	48	3.906977	0.769721	19.831179	1.953602	0.162199
(AA+Aa)*(BB)_vs_other	8	94	7	43	2	48	3.906977	0.769721	19.831179	1.953602	0.162199
(AA+Aa)*(BB)_vs_other	8	95	7	43	2	48	3.906977	0.769721	19.831179	1.953602	0.162199
(AA+Aa)*(BB)_vs_other	8	96	7	43	2	48	3.906977	0.769721	19.831179	1.953602	0.162199
(AA+Aa)*(BB)_vs_other	8	97	1	49	1	49	1.000000	0.060810	16.444649	0.510204	0.475051
(AA+Aa)*(BB)_vs_other	8	98	7	43	2	48	3.906977	0.769721	19.831179	1.953602	0.162199
(AA+Aa)*(BB)_vs_other	8	99	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
(AA+Aa)*(BB)_vs_other	9	10	1	50	6	44	0.146667	0.016991	1.266006	2.542020	0.110853
(AA+Aa)*(BB)_vs_other	9	11	4	46	9	41	0.396135	0.113406	1.383729	1.414677	0.234281
(AA+Aa)*(BB)_vs_other	9	12	9	41	5	45	1.975610	0.611770	6.379904	0.747508	0.387266
(AA+Aa)*(BB)_vs_other	9	13	7	43	3	47	2.550388	0.619952	10.491899	1.000000	0.317311
(AA+Aa)*(BB)_vs_other	9	14	14	36	9	41	1.771605	0.685458	4.578815	0.903444	0.341860
(AA+Aa)*(BB)_vs_other	9	15	11	39	8	42	1.480769	0.539510	4.064204	0.259909	0.610183
(AA+Aa)*(BB)_vs_other	9	16	11	39	8	42	1.480769	0.539510	4.064204	0.259909	0.610183
(AA+Aa)*(BB)_vs_other	9	17	7	43	1	49	7.976744	0.943226	67.458336	3.396739	0.065325
(AA+Aa)*(BB)_vs_other	9	18	2	48	9	41	0.189815	0.038790	0.928837	3.677222	0.055161
(AA+Aa)*(BB)_vs_other	9	19	9	41	6	44	1.609756	0.526708	4.919833	0.313726	0.575403
(AA+Aa)*(BB)_vs_other	9	20	9	41	6	44	1.609756	0.526708	4.919833	0.313726	0.575403
(AA+Aa)*(BB)_vs_other	9	21	9	41	6	44	1.609756	0.526708	4.919833	0.313726	0.575403
(AA+Aa)*(BB)_vs_other	9	22	9	41	5	45	1.975610	0.611770	6.379904	0.747508	0.387266
(AA+Aa)*(BB)_vs_other	9	23	9	41	5	45	1.975610	0.611770	6.379904	0.747508	0.387266
(AA+Aa)*(BB)_vs_other	9	24	11	39	8	42	1.480769	0.539510	4.064204	0.259909	0.610183
(AA+Aa)*(BB)_vs_other	9	25	11	39	8	42	1.480769	0.539510	4.064204	0.259909	0.610183
(AA+Aa)*(BB)_vs_other	9	26	10	40	7	43	1.535714	0.533381	4.421643	0.283487	0.594425
(AA+Aa)*(BB)_vs_other	9	27	1	50	2	48	0.480000	0.042133	5.468393	0.000303	0.986109
(AA+Aa)*(BB)_vs_other	9	28	11	39	7	43	1.732601	0.611139	4.911987	0.609756	0.434880
(AA+Aa)*(BB)_vs_other	9	29	7	43	2	48	3.906977	0.769721	19.831179	1.953602	0.162199
(AA+Aa)*(BB)_vs_other	9	30	11	39	8	42	1.480769	0.539510	4.064204	0.259909	0.610183
(AA+Aa)*(BB)_vs_other	9	31	11	39	8	42	1.480769	0.539510	4.064204	0.259909	0.610183
(AA+Aa)*(BB)_vs_other	9	32	11	39	7	43	1.732601	0.611139	4.911987	0.609756	0.434880
(AA+Aa)*(BB)_vs_other	9	33	10	40	7	43	1.535714	0.533381	4.421643	0.283487	0.594425
(AA+Aa)*(BB)_vs_other	9	34	12	38	7	43	1.939850	0.693055	5.429605	1.039636	0.307906
(AA+Aa)*(BB)_vs_other	9	35	12	38	8	42	1.657895	0.612080	4.490615	0.562500	0.453255
(AA+Aa)*(BB)_vs_other	9	36	12	38	7	43	1.939850	0.693055	5.429605	1.039636	0.307906
(AA+Aa)*(BB)_vs_other	9	37	12	38	7	43	1.939850	0.693055	5.429605	1.039636	0.307906
(AA+Aa)*(BB)_vs_other	9	38	7	43	1	49	7.976744	0.943226	67.458336	3.396739	0.065325
(AA+Aa)*(BB)_vs_other	9	39	12	38	8	42	1.657895	0.612080	4.490615	0.562500	0.453255
(AA+Aa)*(BB)_vs_other	9	40	12	38	8	42	1.657895	0.612080	4.490615	0.562500	0.453255
(AA+Aa)*(BB)_vs_other	9	41	1	50	2	48	0.480000	0.042133	5.468393	0.000303	0.986109
(AA+Aa)*(BB)_vs_other	9	42	9	41	8	42	1.152439	0.405268	3.277131	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	9	43	1	49	8	42	0.107143	0.012869	0.892047	4.395605	0.036032
(AA+Aa)*(BB)_vs_other	9	44	7	43	1	50	8.139535	0.962829	68.809769	3.502539	0.061275
(AA+Aa)*(BB)_vs_other	9	45	1	49	2	48	0.489796	0.042979	5.581791	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	9	46	4	46	1	50	4.347826	0.468623	40.338570	0.883936	0.347126
(AA+Aa)*(BB)_vs_other	9	47	12	38	8	42	1.657895	0.612080	4.490615	0.562500	0.453255
(AA+Aa)*(BB)_vs_other	9	48	2	48	5	45	0.375000	0.069227	2.031357	0.614439	0.433121
(AA+Aa)*(BB)_vs_other	9	49	12	38	8	42	1.657895	0.612080	4.490615	0.562500	0.453255
(AA+Aa)*(BB)_vs_other	9	50	7	43	14	36	0.418605	0.152528	1.148838	2.169982	0.140728
(AA+Aa)*(BB)_vs_other	9	51	3	47	8	42	0.335106	0.083412	1.346291	1.634321	0.201106
(AA+Aa)*(BB)_vs_other	9	52	12	38	8	42	1.657895	0.612080	4.490615	0.562500	0.453255
(AA+Aa)*(BB)_vs_other	9	53	12	38	8	42	1.657895	0.612080	4.490615	0.562500	0.453255
(AA+Aa)*(BB)_vs_other	9	54	2	48	5	45	0.375000	0.069227	2.031357	0.614439	0.433121
(AA+Aa)*(BB)_vs_other	9	55	3	47	8	42	0.335106	0.083412	1.346291	1.634321	0.201106
(AA+Aa)*(BB)_vs_other	9	56	11	39	5	45	2.538461	0.811198	7.943545	1.860119	0.172611
(AA+Aa)*(BB)_vs_other	9	57	4	46	9	41	0.396135	0.113406	1.383729	1.414677	0.234281
(AA+Aa)*(BB)_vs_other	9	58	1	49	2	48	0.489796	0.042979	5.581791	0.000000	1.000000
(AA+Aa)*(BB)_vs_other	9	59	7	43	1	49	7.976744	0.943226	67.458336	3.396739	0.065325
(AA+Aa)*(BB)_vs_other	9	60	7	43	1	49	7.976744	0.943226	67.458336	3.396739	0.065325
(AA+Aa)*(BB)_vs_other	9	61	12	38	8	42	1.657895	0.612080	4.490615	0.562500	0.453255
