Model	SNP1	SNP2	a	b	c	d	OR	Lower_CI	Upper_CI	chi_square	chi_pvalue
AA*bb_vs_other	6	61	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	6	62	4	46	1	49	4.260870	0.459089	39.545719	0.842105	0.358795
AA*bb_vs_other	6	63	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	6	64	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	6	65	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	6	66	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	6	67	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	6	68	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	6	69	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	6	70	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	6	71	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	6	72	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	6	73	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	6	74	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	6	75	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	6	76	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	6	77	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	6	78	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	6	79	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
AA*bb_vs_other	6	80	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	6	81	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	6	82	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	6	83	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	6	84	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	6	85	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	6	86	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	6	87	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	6	88	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	6	89	2	48	1	49	2.041667	0.179154	23.267157	0.000000	1.000000
AA*bb_vs_other	6	90	2	48	1	49	2.041667	0.179154	23.267157	0.000000	1.000000
AA*bb_vs_other	6	91	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
AA*bb_vs_other	6	92	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
AA*bb_vs_other	6	93	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
AA*bb_vs_other	6	94	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
AA*bb_vs_other	6	95	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
AA*bb_vs_other	6	96	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
AA*bb_vs_other	6	97	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	6	98	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
AA*bb_vs_other	6	99	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	8	3	47	2	48	1.531915	0.244789	9.586875	0.000000	1.000000
AA*bb_vs_other	7	9	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	10	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	11	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	12	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	13	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	14	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	15	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	16	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	17	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	18	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	19	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	20	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	21	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	22	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	23	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	24	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	25	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	26	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	27	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	28	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	29	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	30	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	31	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	32	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	33	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	34	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	35	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	36	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	37	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	38	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	39	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	40	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	41	2	48	1	49	2.041667	0.179154	23.267157	0.000000	1.000000
AA*bb_vs_other	7	42	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	43	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	44	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	45	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	46	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	47	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	48	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	49	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	50	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	51	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	52	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	53	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	54	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	55	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	56	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	57	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	58	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	59	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	60	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	61	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	62	4	46	1	49	4.260870	0.459089	39.545719	0.842105	0.358795
AA*bb_vs_other	7	63	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	64	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	65	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	66	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	67	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	68	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	69	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	70	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	71	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	72	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	73	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	74	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	75	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	76	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	77	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	78	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	79	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
AA*bb_vs_other	7	80	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	81	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	82	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	83	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	84	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	85	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	86	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	87	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	88	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	7	89	2	48	1	49	2.041667	0.179154	23.267157	0.000000	1.000000
AA*bb_vs_other	7	90	2	48	1	49	2.041667	0.179154	23.267157	0.000000	1.000000
AA*bb_vs_other	7	91	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
AA*bb_vs_other	7	92	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
AA*bb_vs_other	7	93	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
AA*bb_vs_other	7	94	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
AA*bb_vs_other	7	95	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
AA*bb_vs_other	7	96	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
AA*bb_vs_other	7	97	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	7	98	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
AA*bb_vs_other	7	99	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
AA*bb_vs_other	8	9	4	46	1	49	4.260870	0.459089	39.545719	0.842105	0.358795
AA*bb_vs_other	8	10	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
AA*bb_vs_other	8	11	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	8	12	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	13	3	47	1	50	3.191489	0.320623	31.768194	0.281364	0.595809
AA*bb_vs_other	8	14	1	49	1	50	1.020408	0.062068	16.775553	0.490147	0.483862
AA*bb_vs_other	8	15	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	16	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	17	3	47	1	50	3.191489	0.320623	31.768194	0.281364	0.595809
AA*bb_vs_other	8	18	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
AA*bb_vs_other	8	19	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	20	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	21	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	22	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	23	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	24	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	25	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	26	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	27	1	49	1	49	1.000000	0.060810	16.444649	0.510204	0.475051
AA*bb_vs_other	8	28	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	29	3	47	1	50	3.191489	0.320623	31.768194	0.281364	0.595809
AA*bb_vs_other	8	30	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	31	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	32	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	33	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	34	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	35	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	36	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	37	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	38	3	47	1	50	3.191489	0.320623	31.768194	0.281364	0.595809
AA*bb_vs_other	8	39	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	40	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	41	1	49	1	49	1.000000	0.060810	16.444649	0.510204	0.475051
AA*bb_vs_other	8	42	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	43	1	49	1	49	1.000000	0.060810	16.444649	0.510204	0.475051
AA*bb_vs_other	8	44	3	47	1	50	3.191489	0.320623	31.768194	0.281364	0.595809
AA*bb_vs_other	8	45	1	49	1	49	1.000000	0.060810	16.444649	0.510204	0.475051
AA*bb_vs_other	8	46	3	47	1	50	3.191489	0.320623	31.768194	0.281364	0.595809
AA*bb_vs_other	8	47	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	48	1	49	1	49	1.000000	0.060810	16.444649	0.510204	0.475051
AA*bb_vs_other	8	49	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	50	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	8	51	1	49	1	49	1.000000	0.060810	16.444649	0.510204	0.475051
AA*bb_vs_other	8	52	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	53	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	54	1	49	1	49	1.000000	0.060810	16.444649	0.510204	0.475051
AA*bb_vs_other	8	55	1	49	1	49	1.000000	0.060810	16.444649	0.510204	0.475051
AA*bb_vs_other	8	56	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	57	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
AA*bb_vs_other	8	58	1	49	1	49	1.000000	0.060810	16.444649	0.510204	0.475051
AA*bb_vs_other	8	59	3	47	1	50	3.191489	0.320623	31.768194	0.281364	0.595809
AA*bb_vs_other	8	60	3	47	1	50	3.191489	0.320623	31.768194	0.281364	0.595809
AA*bb_vs_other	8	61	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	62	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	63	3	47	1	50	3.191489	0.320623	31.768194	0.281364	0.595809
AA*bb_vs_other	8	64	1	49	1	49	1.000000	0.060810	16.444649	0.510204	0.475051
AA*bb_vs_other	8	65	3	47	1	50	3.191489	0.320623	31.768194	0.281364	0.595809
AA*bb_vs_other	8	66	3	47	1	50	3.191489	0.320623	31.768194	0.281364	0.595809
AA*bb_vs_other	8	67	3	47	1	50	3.191489	0.320623	31.768194	0.281364	0.595809
AA*bb_vs_other	8	68	1	49	1	49	1.000000	0.060810	16.444649	0.510204	0.475051
AA*bb_vs_other	8	69	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
AA*bb_vs_other	8	70	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	8	71	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	8	72	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
AA*bb_vs_other	8	73	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
AA*bb_vs_other	8	74	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
AA*bb_vs_other	8	75	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	8	76	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
AA*bb_vs_other	8	77	4	46	1	49	4.260870	0.459089	39.545719	0.842105	0.358795
AA*bb_vs_other	8	78	4	46	1	49	4.260870	0.459089	39.545719	0.842105	0.358795
AA*bb_vs_other	8	79	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	80	1	49	1	50	1.020408	0.062068	16.775553	0.490147	0.483862
AA*bb_vs_other	8	81	1	49	1	50	1.020408	0.062068	16.775553	0.490147	0.483862
AA*bb_vs_other	8	82	1	49	1	50	1.020408	0.062068	16.775553	0.490147	0.483862
AA*bb_vs_other	8	83	1	49	1	50	1.020408	0.062068	16.775553	0.490147	0.483862
AA*bb_vs_other	8	84	1	49	1	50	1.020408	0.062068	16.775553	0.490147	0.483862
AA*bb_vs_other	8	85	1	49	1	50	1.020408	0.062068	16.775553	0.490147	0.483862
AA*bb_vs_other	8	86	1	49	1	50	1.020408	0.062068	16.775553	0.490147	0.483862
AA*bb_vs_other	8	87	1	49	1	50	1.020408	0.062068	16.775553	0.490147	0.483862
AA*bb_vs_other	8	88	1	49	1	50	1.020408	0.062068	16.775553	0.490147	0.483862
AA*bb_vs_other	8	89	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	90	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
AA*bb_vs_other	8	91	3	47	1	50	3.191489	0.320623	31.768194	0.281364	0.595809
AA*bb_vs_other	8	92	3	47	1	50	3.191489	0.320623	31.768194	0.281364	0.595809
AA*bb_vs_other	8	93	3	47	1	50	3.191489	0.320623	31.768194	0.281364	0.595809
AA*bb_vs_other	8	94	3	47	1	50	3.191489	0.320623	31.768194	0.281364	0.595809
AA*bb_vs_other	8	95	3	47	1	50	3.191489	0.320623	31.768194	0.281364	0.595809
AA*bb_vs_other	8	96	3	47	1	50	3.191489	0.320623	31.768194	0.281364	0.595809
AA*bb_vs_other	8	97	4	46	1	49	4.260870	0.459089	39.545719	0.842105	0.358795
AA*bb_vs_other	8	98	3	47	1	50	3.191489	0.320623	31.768194	0.281364	0.595809
AA*bb_vs_other	8	99	4	46	1	49	4.260870	0.459089	39.545719	0.842105	0.358795
AA*bb_vs_other	9	10	8	42	3	47	2.984127	0.742782	11.988736	1.634321	0.201106
AA*bb_vs_other	9	11	5	45	2	48	2.666667	0.492282	14.445203	0.614439	0.433121
AA*bb_vs_other	9	12	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
AA*bb_vs_other	9	13	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
AA*bb_vs_other	9	14	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
AA*bb_vs_other	9	15	1	50	2	48	0.480000	0.042133	5.468393	0.000303	0.986109
AA*bb_vs_other	9	16	1	50	2	48	0.480000	0.042133	5.468393	0.000303	0.986109
AA*bb_vs_other	9	17	1	49	3	47	0.319728	0.032109	3.183668	0.260417	0.609834
AA*bb_vs_other	9	18	6	44	1	49	6.681818	0.773806	57.697495	2.457757	0.116946
AA*bb_vs_other	9	19	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
AA*bb_vs_other	9	20	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
AA*bb_vs_other	9	21	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
AA*bb_vs_other	9	22	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
AA*bb_vs_other	9	23	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
AA*bb_vs_other	9	24	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
AA*bb_vs_other	9	25	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
AA*bb_vs_other	9	26	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
AA*bb_vs_other	9	27	9	41	5	45	1.975610	0.611770	6.379904	0.747508	0.387266
AA*bb_vs_other	9	28	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
AA*bb_vs_other	9	29	1	49	3	47	0.319728	0.032109	3.183668	0.260417	0.609834
AA*bb_vs_other	9	30	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
AA*bb_vs_other	9	31	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
AA*bb_vs_other	9	32	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
AA*bb_vs_other	9	33	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
AA*bb_vs_other	9	34	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
AA*bb_vs_other	9	35	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
AA*bb_vs_other	9	36	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
AA*bb_vs_other	9	37	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
AA*bb_vs_other	9	38	1	49	3	47	0.319728	0.032109	3.183668	0.260417	0.609834
AA*bb_vs_other	9	39	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
AA*bb_vs_other	9	40	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
AA*bb_vs_other	9	41	9	41	5	45	1.975610	0.611770	6.379904	0.747508	0.387266
AA*bb_vs_other	9	42	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
AA*bb_vs_other	9	43	7	43	2	48	3.906977	0.769721	19.831179	1.953602	0.162199
AA*bb_vs_other	9	44	1	49	3	47	0.319728	0.032109	3.183668	0.260417	0.609834
AA*bb_vs_other	9	45	9	41	5	45	1.975610	0.611770	6.379904	0.747508	0.387266
AA*bb_vs_other	9	46	1	49	3	47	0.319728	0.032109	3.183668	0.260417	0.609834
AA*bb_vs_other	9	47	1	50	2	48	0.480000	0.042133	5.468393	0.000303	0.986109
AA*bb_vs_other	9	48	8	42	3	47	2.984127	0.742782	11.988736	1.634321	0.201106
AA*bb_vs_other	9	49	1	50	2	48	0.480000	0.042133	5.468393	0.000303	0.986109
AA*bb_vs_other	9	50	5	45	1	49	5.444445	0.612454	48.398708	1.595745	0.206507
AA*bb_vs_other	9	51	7	43	2	48	3.906977	0.769721	19.831179	1.953602	0.162199
AA*bb_vs_other	9	52	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
AA*bb_vs_other	9	53	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
AA*bb_vs_other	9	54	8	42	3	47	2.984127	0.742782	11.988736	1.634321	0.201106
AA*bb_vs_other	9	55	7	43	2	48	3.906977	0.769721	19.831179	1.953602	0.162199
AA*bb_vs_other	9	56	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
AA*bb_vs_other	9	57	7	43	1	49	7.976744	0.943226	67.458336	3.396739	0.065325
AA*bb_vs_other	9	58	9	41	5	45	1.975610	0.611770	6.379904	0.747508	0.387266
AA*bb_vs_other	9	59	1	49	3	47	0.319728	0.032109	3.183668	0.260417	0.609834
AA*bb_vs_other	9	60	1	49	3	47	0.319728	0.032109	3.183668	0.260417	0.609834
AA*bb_vs_other	9	61	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
AA*bb_vs_other	9	62	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
AA*bb_vs_other	9	63	1	49	3	47	0.319728	0.032109	3.183668	0.260417	0.609834
AA*bb_vs_other	9	64	7	43	2	48	3.906977	0.769721	19.831179	1.953602	0.162199
AA*bb_vs_other	9	65	1	49	3	47	0.319728	0.032109	3.183668	0.260417	0.609834
AA*bb_vs_other	9	66	1	49	3	47	0.319728	0.032109	3.183668	0.260417	0.609834
AA*bb_vs_other	9	67	1	49	3	47	0.319728	0.032109	3.183668	0.260417	0.609834
AA*bb_vs_other	9	68	7	43	2	48	3.906977	0.769721	19.831179	1.953602	0.162199
AA*bb_vs_other	9	69	9	41	5	45	1.975610	0.611770	6.379904	0.747508	0.387266
AA*bb_vs_other	9	70	5	45	1	49	5.444445	0.612454	48.398708	1.595745	0.206507
AA*bb_vs_other	9	71	5	45	1	49	5.444445	0.612454	48.398708	1.595745	0.206507
AA*bb_vs_other	9	72	9	41	5	45	1.975610	0.611770	6.379904	0.747508	0.387266
AA*bb_vs_other	9	73	9	41	5	45	1.975610	0.611770	6.379904	0.747508	0.387266
AA*bb_vs_other	9	74	8	42	5	45	1.714286	0.519501	5.656917	0.353669	0.552043
AA*bb_vs_other	9	75	7	43	2	48	3.906977	0.769721	19.831179	1.953602	0.162199
AA*bb_vs_other	9	76	9	41	5	45	1.975610	0.611770	6.379904	0.747508	0.387266
AA*bb_vs_other	9	77	1	49	2	48	0.489796	0.042979	5.581791	0.000000	1.000000
