symbol	GSM1855317	GSM1855318	GSM1855319	GSM1855320	GSM1855321	GSM1855322	GSM2195410	GSM2195411	GSM2195412	GSM2195413	GSM2195414	GSM2195415	GSM2226784	GSM2226785	GSM2226786	GSM2226787	GSM2226788	GSM2226789	GSM2226790	GSM2226791	GSM2226792	GSM2226793	GSM2477389	GSM2477390	GSM2477391	GSM2477392	GSM2477393	GSM2477394	GSM2700243	GSM2700244	GSM2700245	GSM2700240	GSM2700241	GSM2700242	GSM2774691	GSM2774692	GSM2774693	GSM2774694	GSM2774695	GSM2774696	GSM3685851	GSM3685852	GSM3685853	GSM3685848	GSM3685849	GSM3685850	GSM3936838	GSM3936839	GSM3936840	GSM3936841
cg10252249	0.737454	0.779233	0.94094	0.467504	0.938685	0.65947	0.650691	0.942151	0.953202	0.561701	0.619819	0.941438	0.678311	0.458801	0.62477	0.68211	0.582632	0.942119	0.954393	0.925978	0.948045	0.937607	0.94426	0.672276	0.96074	0.925044	0.944088	0.953017	0.931697	0.946891	0.508369	0.933995	0.944843	0.547492	0.939737	0.947798	0.60896	0.93995	0.761761	0.950448	0.690066	0.751147	0.941891	0.93845	0.566643	0.946649	0.941017	0.947224	0.954156	0.575083
cg10267609	0.194096	0.277677	0.92857	0.322469	0.942337	0.179222	0.192176	0.940453	0.923778	0.330886	0.190568	0.942001	0.307369	0.457383	0.355804	0.29104	0.01329	0.936764	0.932636	0.913907	0.944375	0.919725	0.934961	0.249377	0.930844	0.936813	0.943676	0.914543	0.917065	0.921919	0.147068	0.921157	0.936699	0.542348	0.93179	0.938591	0.257255	0.931546	0.238738	0.934438	0.255445	0.429117	0.925566	0.926322	0.288034	0.936165	0.945649	0.937931	0.922492	0.302824
cg10363397	0.265807	0.32075	0.481	0.225447	0.549772	0.312567	0.014898	0.319731	0.265318	0.228675	0.250574	0.367285	0.253154	0.188106	0.286137	0.278326	0.390601	0.236087	0.333792	0.735334	0.541881	0.278352	0.30256	0.305364	0.383253	0.477759	0.455433	0.388545	0.511317	0.644352	0.31639	0.284387	0.651871	0.234657	0.39149	0.472861	0.20057	0.506801	0.244606	0.359437	0.316995	0.449112	0.524074	0.275107	0.237122	0.422737	0.435081	0.540798	0.394218	0.29715
cg10698069	0.352177	0.389531	0.048467	0.341062	0.018004	0.331126	0.308828	0.036174	0.044568	0.137147	0.305732	0.0368	0.078681	0.294385	0.158685	0.286271	0.168663	0.063321	0.014711	0.019932	0.02738	0.032463	0.020241	0.294117	0.028893	0.035955	0.038748	0.040252	0.038827	0.016382	0.310871	0.068094	0.018821	0.119109	0.03147	0.030862	0.291893	0.023668	0.329652	0.049949	0.417494	0.351706	0	0.02554	0.034395	0.032235	0.028621	0.026976	0.018931	0.231462
cg10841270	0.361625	0.382697	0.66316	0.468033	0.707856	0.331797	0.467401	0.778459	0.724504	0.432348	0.398897	0.68312	0.319409	0.453013	0.42452	0.300168	0.485991	0.683015	0.734038	0.681264	0.698293	0.733566	0.676554	0.483903	0.70483	0.649263	0.758449	0.679351	0.69359	0.754758	0.368295	0.699015	0.742761	0.402703	0.65461	0.758924	0.41958	0.689004	0.370249	0.725283	0.455015	0.258526	0.629788	0.684053	0.538423	0.718515	0.721341	0.749842	0.733535	0.325512
cg11131351	0.411547	0.305424	0.598459	0.474865	0.672945	0.244025	0.26608	0.536016	0.491849	0.275088	0.204207	0.523338	0.30121	0	0.422287	0.091268	0.343342	0.425763	0.577171	0.698511	0.651247	0.521357	0.522329	0.308606	0.559904	0.505319	0.606554	0.512519	0.602691	0.672571	0.283147	0.436044	0.709093	0.303852	0.493972	0.608886	0.224299	0.537202	0.356025	0.544261	0.184285	0.011149	0.522029	0.526013	0.197563	0.532605	0.577928	0.592051	0.525529	0.465842
cg13268984	0.062648	0.116213	0.023182	0.15236	0.034362	0.11907	0.004199	0.025001	0.018515	0.082862	0.180907	0.011741	0.113139	0.105201	0	0.054434	0.053405	0.012932	0.016381	0.02312	0.033885	0.030274	0.029427	0.112224	0.02195	0.014616	0.026447	0.033937	0.014444	0.017214	0.018085	0.012276	0.03546	0.139371	0.014191	0.014886	0.126998	0.022148	0.08478	0.009194	0.122433	0.085315	0.026844	0.008944	0	0.008038	0.012155	0.02448	0.00331	0.0613
cg13851368	0.083797	0.124912	0.68344	0.074306	0.749877	0.092258	0.044273	0.739872	0.675107	0.1105	0.115855	0.723943	0.097545	0.146669	0.07345	0.091324	0.109274	0.672595	0.819352	0.688675	0.730112	0.720831	0.696239	0.087728	0.747069	0.682293	0.757468	0.687469	0.699652	0.712033	0.112373	0.656206	0.777507	0.190716	0.652927	0.730724	0.146125	0.707122	0.089406	0.698576	0.094453	0.067939	0.729778	0.699845	0.080388	0.718728	0.690557	0.73352	0.603453	0.249842
cg14180491	0.357151	0.473559	0.051394	0.486726	0.08418	0.365171	0.453654	0.101876	0.081813	0.273507	0.501929	0.065357	0.295706	0.44873	0.33283	0.296008	0.428614	0.064407	0.061158	0.07429	0.082423	0.071178	0.08741	0.4715	0.079112	0.088732	0.077057	0.07733	0.069151	0.081862	0.303849	0.067617	0.071075	0.371603	0.074681	0.074755	0.449082	0.07802	0.454821	0.086611	0.457586	0.425488	0.068011	0.080148	0.411342	0.067345	0.072882	0.137179	0.070777	0.447691
cg14210405	0.112609	0.10933	0.244017	0.097221	0.276628	0.100208	0.101102	0.387468	0.270105	0.091566	0.064427	0.368383	0.096438	0.091051	0.076298	0.102472	0.073741	0.293767	0.372859	0.314225	0.328042	0.357445	0.279354	0.086763	0.24506	0.239015	0.39888	0.295449	0.38337	0.311279	0.131154	0.153054	0.584204	0.087818	0.305073	0.304672	0.116208	0.387509	0.118732	0.30153	0.128826	0.111083	0.292779	0.281379	0.103542	0.483468	0.4005	0.380542	0.33618	0.083421
cg14466580	0.163177	0.25471	0.914355	0.112687	0.895145	0.222468	0.132236	0.905289	0.914457	0.279477	0.212246	0.925982	0.158539	0.260336	0.196829	0.279617	0.167812	0.896143	0.874755	0.894731	0.923782	0.873629	0.864342	0.255209	0.87315	0.869802	0.871571	0.892581	0.887597	0.925833	0.161154	0.897942	0.942271	0.310725	0.908647	0.933559	0.258421	0.908338	0.19179	0.902602	0.562708	0.384059	0.901858	0.87287	0.406706	0.919893	0.903886	0.894352	0.887582	0.229153
cg14741114	0.111188	0.096366	0.017541	0.223716	0.010196	0.191499	0.048923	0.00433	0.004602	0	0.129352	0.003874	0.108067	0.180646	0	0.035477	0.134981	0.002089	0.015732	0.007246	0.013027	0.008022	0	0.057208	0.00507	0	0.010084	0.009864	0.007451	0.00745	0.046619	0.008724	0.005403	0.108218	0.019402	0.002804	0.041443	0.008726	0.104189	0.004871	0.107109	0.044995	0.006661	0.013136	0	0.004487	0.007031	0.009647	0.015279	0.125779
cg15027426	0.1321	0.174595	0.118042	0.165372	0.278907	0.015828	0.226279	0.185458	0.184699	0.144145	0.082688	0.463739	0.104249	0.080306	0.041248	0.122338	0.096034	0.235527	0.298948	0.246337	0.300966	0.263036	0.20015	0.16574	0.245702	0.238446	0.315793	0.356785	0.233306	0.237172	0.084857	0.234931	0.382675	0.141092	0.213802	0.301228	0.138915	0.216908	0.098591	0.234451	0.180269	0.08422	0.269118	0.356305	0.033279	0.326228	0.346237	0.194864	0.215657	0.158596
cg15295597	0.125665	0.129485	0.082069	0.091209	0.080793	0.078183	0.089051	0.077516	0.075001	0.107752	0.097844	0.064542	0.097705	0.120346	0.094035	0.100014	0.075469	0.062079	0.057609	0.090235	0.080169	0.076561	0.06883	0.10999	0.066188	0.08344	0.083512	0.052774	0.095606	0.049558	0.079476	0.102355	0.115226	0.111744	0.08019	0.090412	0.092328	0.091235	0.09636	0.073717	0.072993	0.082854	0.0945	0.088379	0.083237	0.083177	0.093388	0.096682	0.097588	0.116114
cg15329860	0.348625	0.363131	0.111551	0.391291	0.10008	0.488334	0.326401	0.089683	0.076643	0.241028	0.400166	0.087056	0.350721	0.385512	0.248164	0.529369	0.312012	0.079186	0.041277	0.114785	0.07602	0.103088	0.070477	0.405405	0.075819	0.12206	0.064374	0.082628	0.090409	0.056322	0.374801	0.131609	0.058501	0.331016	0.104737	0.067063	0.5385	0.106925	0.372077	0.050615	0.545229	0.452931	0.08103	0.076611	0.411558	0.059629	0.072607	0.067718	0.066834	0.420787
cg15345074	0.115505	0.141603	0.109963	0.116162	0.090099	0.194442	0.163015	0.096224	0.09763	0.262014	0.158541	0.088804	0.169167	0.255008	0.135584	0.179087	0.179107	0.081479	0.08758	0.077355	0.070815	0.091843	0.109819	0.189606	0.092871	0.07827	0.087896	0.079633	0.097542	0.080719	0.214457	0.076458	0.113538	0.122725	0.078046	0.178815	0.221071	0.077361	0.183484	0.088574	0.132534	0.180365	0.128735	0.098956	0.305691	0.09282	0.076221	0.08997	0.088356	0.269331
cg15422579	0.176644	0.257338	0.094987	0.122707	0.060856	0.180429	0.126774	0.064701	0.074315	0.137512	0.286896	0.060249	0.115447	0.154572	0.083716	0.29232	0.161553	0.083685	0.069024	0.074828	0.085533	0.072102	0.055825	0.209923	0.06117	0.086962	0.032771	0.064449	0.070098	0.061265	0.171234	0.08856	0.054526	0.199132	0.056972	0.049541	0.140925	0.061078	0.097914	0.059167	0.271163	0.224991	0.11672	0.086331	0.151526	0.055986	0.060448	0.080027	0.076595	0.19798
cg15429127	0.370595	0.242994	0.026063	0.279265	0.022761	0.276427	0.173189	0.030647	0.028706	0.264726	0.383108	0.019025	0.309218	0.191729	0.210524	0.273144	0.415695	0.042684	0.029135	0.026931	0.019971	0.020688	0.027593	0.338164	0.020493	0.02283	0.030165	0.012526	0.018741	0.017876	0.354206	0.040727	0.012791	0.239515	0.029993	0.017744	0.27173	0.020239	0.421212	0.013165	0.380143	0.241193	0.009843	0.030385	0.198762	0.011703	0.018195	0.032722	0.016789	0.192868
cg15563434	0.039127	0.044111	0.725113	0.185914	0.680781	0.094997	0	0.73906	0.687059	0	0.120157	0.756241	0.063091	0	0	0	0	0.853904	0.666254	0.624257	0.63159	0.731381	0.616461	0	0.626303	0.556936	0.720432	0.714413	0.640314	0.594396	0	0.72545	0.589	0.284278	0.717897	0.672045	0	0.540952	0.08246	0.814301	0	0.232123	0.641203	0.693877	0.12776	0.665481	0.627653	0.576077	0.783941	0.137742
cg15682806	0.173749	0.126701	0.604544	0.140884	0.603835	0.144128	0.113978	0.615318	0.587896	0.107419	0.138653	0.616292	0.120832	0.183828	0.094872	0.099198	0.151541	0.59173	0.604005	0.590145	0.608828	0.540504	0.589826	0.148319	0.617937	0.598286	0.619227	0.602984	0.586267	0.606213	0.208568	0.596666	0.640369	0.217063	0.613474	0.639834	0.144436	0.634008	0.165245	0.637806	0.190204	0.154656	0.612945	0.594343	0.197231	0.602634	0.608376	0.632441	0.58301	0.122298
cg15682993	0.190725	0.064479	0.161833	0.259282	0.191543	0.017887	0	0.191884	0.188687	0.133091	0.056323	0.15973	0.141835	0.029786	0	0.047617	0.005326	0.163155	0.142023	0.148774	0.182331	0.163553	0.159506	0.274706	0.185714	0.164961	0.159897	0.158995	0.153047	0.14885	0	0.151775	0.158732	0	0.168785	0.181586	0	0.182203	0.262104	0.161314	0.299129	0.006109	0.136284	0.185065	0	0.155295	0.19906	0.157035	0.154551	0.209207
cg15746461	0.273217	0.203727	0.012337	0.141705	0.019439	0.077696	0	0.014605	0.014309	0.179573	0.119547	0.026061	0.138695	0.204541	0.059258	0.121906	0.144499	0.020219	0.007584	0.010944	0.018417	0.023502	0.021948	0.147172	0.01867	0.021364	0.019232	0.018276	0.017857	0.003968	0.070051	0.009859	0.006069	0.136108	0.026758	0.022115	0.077205	0.024795	0.18997	0.028361	0.191364	0.108778	0.014051	0.022124	0.007988	0.024204	0.030094	0.018646	0.013388	0.107614
cg15810474	0.299788	0.246076	0.772759	0.318829	0.764464	0.194437	0.217855	0.785825	0.780433	0.237808	0.111411	0.779611	0.223181	0.132854	0.231974	0.243586	0.126093	0.776705	0.774344	0.764139	0.79048	0.741258	0.747928	0.20446	0.753284	0.751602	0.762556	0.747168	0.753621	0.785921	0.18832	0.745988	0.811494	0.173116	0.781138	0.791355	0.295104	0.75215	0.35052	0.772867	0.27581	0.280425	0.764493	0.755371	0.30339	0.775682	0.753193	0.786212	0.744976	0.014892
cg15935877	0.178616	0.194182	0.833365	0.193013	0.80933	0.255999	0.12356	0.822065	0.815672	0.211948	0.149933	0.818771	0.281849	0.160917	0.227562	0.146137	0.184097	0.84164	0.828502	0.812405	0.822177	0.775511	0.8318	0.153754	0.815567	0.757389	0.794689	0.817542	0.819788	0.827504	0.126874	0.818848	0.829687	0.129924	0.807073	0.849574	0.161487	0.822441	0.205646	0.835217	0.215267	0.190358	0.815856	0.83156	0.081693	0.805315	0.789009	0.824466	0.80484	0.146381
cg17834650	0.333602	0.332651	0.831212	0.224922	0.819923	0.361319	0.293664	0.840835	0.850086	0.302964	0.328581	0.871998	0.373266	0.250182	0.083769	0.396736	0.297795	0.820332	0.825699	0.846739	0.845301	0.772507	0.825561	0.411866	0.832382	0.811325	0.813403	0.829482	0.817428	0.858237	0.292301	0.802082	0.882456	0.391521	0.86114	0.859565	0.108913	0.820912	0.443195	0.856609	0.31974	0.406648	0.861662	0.829764	0.29188	0.829999	0.81494	0.849074	0.819135	0.248719
cg17837162	0	0	0.832965	0	0.849737	0	0	0.790404	0.824469	0.036112	0.259646	0.863091	0.317802	0	0.184077	0	0.066122	0.833759	0.88347	0.814945	0.841182	0.795285	0.801763	0.216632	0.795232	0.610516	0.846357	0.868158	0.849226	0.834562	0	0.753521	0.868823	0.036124	0.772159	0.843466	0.070953	0.865772	0.347611	0.871362	0.32184	0.307071	0.793933	0.776798	0.536945	0.842739	0.757038	0.790616	0.837916	0
cg18032798	0.046214	0.094542	0.024889	0.064385	0.018367	0.208519	0.038566	0.024501	0.020868	0.166789	0.081236	0.043983	0	0.026683	0	0.187131	0.036328	0.029101	0.080493	0.056213	0.056951	0.021432	0.03838	0.219945	0.027319	0.003092	0.061133	0.061084	0.065976	0.010973	0.182224	0.025476	0.028733	0	0.048355	0.023225	0.044866	0.049168	0.232878	0.038155	0.006895	0.228706	0.045047	0.030772	0.119136	0.00472	0.060223	0.023183	0.032368	0.13085
cg18077436	0.256831	0.452974	0.120714	0.346843	0.065508	0.402627	0.27896	0.072103	0.067699	0.324205	0.251388	0.079665	0.22347	0.142955	0.398561	0.289848	0.172606	0.114248	0.107376	0.074064	0.081081	0.112271	0.13014	0.345998	0.048539	0.08373	0.052824	0.04896	0.051092	0.06756	0.302035	0.099622	0.057821	0.289989	0.137775	0.123161	0.262792	0.06181	0.418397	0.083978	0.294664	0.435495	0.068048	0.065592	0.418871	0.059341	0.059548	0.042993	0.082678	0.47771
cg18188392	0.116452	0.078912	0.197818	0.119045	0.186608	0.108932	0.074777	0.186831	0.119879	0.100693	0.108181	0.16393	0.097116	0.093052	0.142171	0.11295	0.086221	0.064196	0.149967	0.219807	0.259571	0.105085	0.062656	0.13152	0.056018	0.06413	0.145042	0.100956	0.118787	0.169286	0.066269	0.09452	0.242186	0.111474	0.153033	0.158146	0.109268	0.069389	0.124132	0.135146	0.148835	0.145529	0.092262	0.074708	0.122754	0.101688	0.085149	0.184194	0.05505	0.163969
cg25032547	0.231736	0.2979	0.176104	0.282014	0.192288	0.292184	0.21612	0.16679	0.167482	0.36445	0.303572	0.209207	0.271553	0.226468	0.301677	0.329751	0.270906	0.138241	0.171654	0.23345	0.22858	0.191582	0.171896	0.265621	0.172312	0.159801	0.232386	0.145485	0.221818	0.235849	0.27401	0.14136	0.262994	0.304902	0.196444	0.272861	0.316877	0.236932	0.250295	0.223964	0.215936	0.231882	0.235558	0.197926	0.317336	0.171574	0.187496	0.253166	0.14563	0.348287
cg25071634	0.246396	0.190247	0.876877	0.283207	0.882386	0.405254	0.329569	0.878442	0.890618	0.28593	0.263011	0.904834	0.326725	0.063595	0.377574	0.322241	0.281852	0.903949	0.88475	0.896938	0.909162	0.871005	0.889972	0.410534	0.87458	0.884268	0.885113	0.897776	0.874543	0.889723	0.26841	0.880818	0.916781	0.226149	0.898621	0.896179	0.220578	0.887973	0.287528	0.89452	0.28662	0.226545	0.88119	0.875891	0.42823	0.87253	0.875171	0.896898	0.863557	0.207372
cg25427172	0.1567	0.244415	0.927356	0	0.926121	0	0.189927	0.920517	0.943098	0.057943	0.147667	0.93013	0.12505	0.162479	0.177834	0.268982	0.135175	0.923474	0.946263	0.941337	0.91106	0.935821	0.936362	0.09345	0.933932	0.931427	0.911108	0.938951	0.938103	0.9502	0.265978	0.926816	0.944867	0	0.922877	0.951128	0.137931	0.931328	0.248602	0.912112	0.076885	0.257256	0.917498	0.915706	0.013899	0.944784	0.95156	0.937576	0.930184	0
cg25518695	0.481517	0.274461	0.190348	0.292658	0.144744	0.260296	0.412228	0.160726	0.160446	0.446425	0.374126	0.16538	0.475435	0.442806	0.131477	0.34027	0.342165	0.158914	0.149169	0.173708	0.13419	0.123653	0.136306	0.581785	0.170248	0.170826	0.090771	0.137037	0.110159	0.141726	0.447233	0.168346	0.16671	0.333255	0.172432	0.163705	0.403561	0.182752	0.316085	0.144426	0.48724	0.16907	0.123449	0.151909	0.050036	0.141539	0.155076	0.14371	0.127108	0.427621
cg25705492	0.153618	0.109748	0.70274	0.280695	0.708142	0.676523	0	0.686562	0.69229	0	0	0.679945	0	0	0.027622	0.18875	0	0.716426	0.702816	0.712319	0.72572	0.655074	0.687794	0	0.691335	0.667604	0.703884	0.676619	0.696159	0.744337	0.097738	0.68988	0.779415	0	0.716249	0.74361	0	0.697176	0.097984	0.71101	0.327943	0	0.728728	0.662828	0	0.682232	0.687979	0.706743	0.690037	0
cg25756647	0.463266	0.352781	0.270659	0.372696	0.228471	0.362319	0.297288	0.244782	0.261801	0.328268	0.409714	0.195949	0.259223	0.26004	0.34816	0.324865	0.365253	0.280384	0.197766	0.236832	0.295979	0.423917	0.22294	0.417888	0.282147	0.172051	0.236097	0.259428	0.211104	0.21372	0.443813	0.248671	0.343936	0.372155	0.291043	0.33803	0.357498	0.281694	0.410088	0.219871	0.459552	0.543043	0.294623	0.199664	0.297369	0.180532	0.312437	0.328877	0.218471	0.330903
cg26058907	0.53174	0.566566	0.858561	0.498767	0.900931	0.428481	0.260829	0.910387	0.888769	0.427761	0.606779	0.885944	0.410979	0.605786	0.596547	0.416237	0.496865	0.877617	0.916997	0.890166	0.896239	0.91078	0.922865	0.594084	0.913346	0.889779	0.880728	0.923546	0.909775	0.916972	0.57407	0.87836	0.920824	0.599898	0.896429	0.904072	0.504825	0.894161	0.417575	0.889729	0.486641	0.498361	0.889691	0.882971	0.573432	0.870474	0.896461	0.887738	0.913822	0.35892
cg26517491	0.145511	0.23124	0.047455	0.172694	0.047544	0	0.158293	0.006441	0.024648	0.154251	0.203848	0.016776	0.229043	0.103239	0.225298	0.136293	0	0.028158	0.016753	0	0.056442	0.031306	0.024673	0.18981	0.028957	0.027682	0.039222	0.018185	0.01878	0.030293	0.19595	0.023915	0.022458	0	0.020173	0	0.208323	0.019054	0	0	0.053337	0	0.019173	0.006007	0.035647	0.026033	0.010699	0.030965	0.004949	0.256478
cg26520468	0.922446	0.934746	0.925932	0.926338	0.936225	0.94199	0.911142	0.939034	0.923265	0.941718	0.925435	0.950966	0.932372	0.950576	0.933963	0.938903	0.926673	0.939556	0.944314	0.907107	0.914048	0.913512	0.933156	0.9379	0.904465	0.916898	0.912999	0.940653	0.925646	0.928043	0.920697	0.924795	0.941582	0.915811	0.917493	0.913468	0.932846	0.934194	0.940607	0.928996	0.923114	0.918254	0.914006	0.918933	0.915374	0.928	0.932314	0.926784	0.908597	0.928269
cg26983430	0.293943	0.177737	0.830267	0.16676	0.83579	0.259625	0.171111	0.853396	0.809533	0.086745	0.064183	0.858964	0.287761	0.257992	0.131798	0.128332	0.23757	0.806709	0.821881	0.79171	0.811181	0.731998	0.854439	0.108431	0.824501	0.788755	0.841407	0.836634	0.808876	0.848672	0.200095	0.778775	0.813405	0.190563	0.804201	0.827247	0.165002	0.814047	0.248046	0.83699	0.13151	0.292338	0.842699	0.855251	0.310821	0.880061	0.837592	0.848116	0.806239	0.220287
cg26983535	0.333167	0.309044	0.065499	0.323089	0.071137	0.300844	0.266066	0.0438	0.065029	0.333499	0.29752	0.051873	0.219959	0.241373	0.25804	0.27031	0.280083	0.07664	0.039068	0.06993	0.067098	0.056817	0.04721	0.281808	0.058388	0.05346	0.054901	0.044745	0.071126	0.041635	0.234322	0.091394	0.069274	0.261695	0.06144	0.061501	0.253377	0.075685	0.329794	0.049841	0.22687	0.326978	0.063204	0.079652	0.360485	0.052437	0.064906	0.054356	0.094401	0.259888
cg27049643	0.382517	0.314425	0.04062	0.289076	0.116509	0.17534	0.205144	0.042514	0.013923	0.165982	0.339413	0.020836	0.321942	0	0.184824	0.238501	0	0.017877	0.113264	0.006138	0.074477	0.016349	0.03026	0.362345	0.021569	0.039672	0.037797	0.037017	0.042665	0.018876	0.511042	0.079402	0.049386	0.587456	0.027212	0.040738	0.3572	0.062258	0.198922	0.010418	0.410864	0.551148	0.055369	0.033561	0.449283	0.043871	0.03701	0.031635	0	0.133175
cg27433982	0.155677	0.234381	0.075598	0.363692	0.121553	0.150889	0.17645	0.097476	0.102135	0.279453	0.355924	0.119136	0.098653	0.149502	0.12507	0.112358	0.172445	0.113682	0.095428	0.059215	0.098732	0.027929	0.08949	0.287341	0.088804	0.097229	0.090928	0.081494	0.101387	0.107741	0.224508	0.0749	0.091602	0.154904	0.0956	0.082917	0.372243	0.140188	0.275358	0.09937	0.293707	0.198092	0.066024	0.090569	0.272797	0.088741	0.131062	0.116893	0.081593	0.221674
cg27539833	0.828067	0.870241	0.903475	0.856734	0.904479	0.899697	0.837147	0.914534	0.899068	0.907865	0.866318	0.919265	0.877582	0.894747	0.883467	0.858177	0.88474	0.926397	0.9168	0.900297	0.911053	0.898963	0.890397	0.873829	0.873032	0.881457	0.889767	0.863697	0.886343	0.903893	0.888486	0.894305	0.920577	0.873215	0.896107	0.91748	0.866736	0.883676	0.852474	0.902671	0.903403	0.870852	0.903794	0.892938	0.870535	0.887658	0.893393	0.908467	0.895806	0.887523
cg00008945	0.39103	0.388555	0	0.43371	0.00998	0.345193	0.40206	0.008487	0.001024	0.418613	0.40196	0.015426	0.408602	0.38869	0.403941	0.400904	0.344728	0.006845	0.002219	0.011626	0.008028	0.005466	0.00681	0.37352	0	0.017442	0.009961	0.010144	0.008802	0	0.41603	0.016769	0	0.37639	0.003984	0.003256	0.389933	0.00946	0.333938	0.009601	0.376447	0.383159	0	0	0.409136	0.003289	0.003518	0.012598	0	0.402152
cg00011200	0.54177	0.537514	0.018554	0.542427	0.029056	0.452977	0.513382	0	0.020235	0.471644	0.550908	0.012242	0.584583	0.510361	0.499946	0.57102	0.495578	0.01172	0	0.02981	0.002804	0.022354	0.035605	0.541087	0.010788	0.021774	0.007797	0	0.016746	0.020717	0.529212	0.028204	0.018795	0.523244	0.024455	0.043236	0.545289	0.021587	0.506661	0.032331	0.481039	0.520587	0.025436	0.009164	0.532217	0.021113	0.028576	0.029103	0.016232	0.524394
cg00011891	0.568278	0.522752	0.033246	0.552226	0.029005	0.517935	0.585025	0.029192	0.032987	0.494354	0.573664	0.019737	0.557937	0.59099	0.528911	0.562742	0.554733	0.032864	0.027037	0.036104	0.025482	0.030023	0.038789	0.546577	0.033859	0.029543	0.019317	0.028085	0.037222	0.025479	0.541561	0.030951	0.032455	0.537297	0.027556	0.040462	0.503292	0.033402	0.563786	0.027833	0.524402	0.52536	0.021711	0.035486	0.575809	0.036647	0.03532	0.027668	0.026417	0.575183
cg00014152	0.950494	0.953568	0.906867	0.953434	0.937932	0.959713	0.943838	0.945313	0.932511	0.960959	0.958587	0.935491	0.951604	0.969617	0.946649	0.944583	0.965962	0.950836	0.953595	0.940719	0.946689	0.911754	0.958371	0.956984	0.958061	0.92185	0.910789	0.95607	0.924818	0.94136	0.965974	0.914314	0.957186	0.947889	0.936976	0.9522	0.954168	0.945263	0.957563	0.939067	0.942709	0.961716	0.944583	0.935599	0.965698	0.950968	0.933449	0.938954	0.95201	0.949995
cg00016522	0.513792	0.466359	0.030353	0.529346	0.005372	0.477121	0.532606	0.015436	0.027486	0.386305	0.485846	0.023406	0.454324	0.493587	0.481882	0.487346	0.483297	0.022989	0.02439	0.023728	0.025314	0.031963	0.019337	0.463438	0.038078	0.018656	0.031436	0.042589	0.02368	0.029653	0.433805	0.024355	0.018208	0.477615	0.023192	0.027024	0.49869	0.009202	0.406518	0.019623	0.493682	0.456913	0.040351	0.045043	0.485896	0.037963	0.036858	0.011595	0.007354	0.485733
