Model	SNP1	SNP2	a	b	c	d	OR	Lower_CI	Upper_CI	chi_square	chi_pvalue
aa*Bb_vs_other	10	53	8	42	8	42	1.000000	0.343260	2.913245	0.074405	0.785028
aa*Bb_vs_other	10	54	1	49	1	49	1.000000	0.060810	16.444649	0.510204	0.475051
aa*Bb_vs_other	10	55	5	45	6	44	0.814815	0.231708	2.865346	0.000000	1.000000
aa*Bb_vs_other	10	56	7	43	9	41	0.741602	0.252748	2.175978	0.074405	0.785028
aa*Bb_vs_other	10	57	5	45	6	44	0.814815	0.231708	2.865346	0.000000	1.000000
aa*Bb_vs_other	10	58	1	50	1	49	0.980000	0.059611	16.111240	0.490147	0.483862
aa*Bb_vs_other	10	59	11	39	11	39	1.000000	0.388176	2.576152	0.058275	0.809243
aa*Bb_vs_other	10	60	11	39	11	39	1.000000	0.388176	2.576152	0.058275	0.809243
aa*Bb_vs_other	10	61	8	42	8	42	1.000000	0.343260	2.913245	0.074405	0.785028
aa*Bb_vs_other	10	62	8	42	10	40	0.761905	0.273203	2.124788	0.067751	0.794640
aa*Bb_vs_other	10	63	11	39	10	40	1.128205	0.430560	2.956257	0.000000	1.000000
aa*Bb_vs_other	10	64	5	45	6	44	0.814815	0.231708	2.865346	0.000000	1.000000
aa*Bb_vs_other	10	65	12	38	11	39	1.119617	0.440785	2.843884	0.000000	1.000000
aa*Bb_vs_other	10	66	12	38	10	40	1.263158	0.488791	3.264317	0.058275	0.809243
aa*Bb_vs_other	10	67	11	39	11	39	1.000000	0.388176	2.576152	0.058275	0.809243
aa*Bb_vs_other	10	68	5	45	6	44	0.814815	0.231708	2.865346	0.000000	1.000000
aa*Bb_vs_other	10	69	2	48	2	48	1.000000	0.135279	7.392135	0.260417	0.609834
aa*Bb_vs_other	10	70	10	40	11	39	0.886364	0.338266	2.322555	0.000000	1.000000
aa*Bb_vs_other	10	71	10	40	11	39	0.886364	0.338266	2.322555	0.000000	1.000000
aa*Bb_vs_other	10	72	2	48	2	48	1.000000	0.135279	7.392135	0.260417	0.609834
aa*Bb_vs_other	10	73	2	48	2	48	1.000000	0.135279	7.392135	0.260417	0.609834
aa*Bb_vs_other	10	74	3	47	2	48	1.531915	0.244789	9.586875	0.000000	1.000000
aa*Bb_vs_other	10	75	9	41	10	40	0.878049	0.322896	2.387670	0.000000	1.000000
aa*Bb_vs_other	10	76	5	45	6	44	0.814815	0.231708	2.865346	0.000000	1.000000
aa*Bb_vs_other	10	77	12	38	9	41	1.438596	0.545103	3.796639	0.241109	0.623406
aa*Bb_vs_other	10	78	12	38	7	43	1.939850	0.693055	5.429605	1.039636	0.307906
aa*Bb_vs_other	10	79	7	43	4	46	1.872093	0.511769	6.848275	0.408580	0.522691
aa*Bb_vs_other	10	80	12	38	7	43	1.939850	0.693055	5.429605	1.039636	0.307906
aa*Bb_vs_other	10	81	11	39	8	42	1.480769	0.539510	4.064204	0.259909	0.610183
aa*Bb_vs_other	10	82	12	38	8	42	1.657895	0.612080	4.490615	0.562500	0.453255
aa*Bb_vs_other	10	83	12	38	8	42	1.657895	0.612080	4.490615	0.562500	0.453255
aa*Bb_vs_other	10	84	12	38	5	45	2.842105	0.918901	8.790462	2.551382	0.110198
aa*Bb_vs_other	10	85	12	38	5	45	2.842105	0.918901	8.790462	2.551382	0.110198
aa*Bb_vs_other	10	86	12	38	5	45	2.842105	0.918901	8.790462	2.551382	0.110198
aa*Bb_vs_other	10	87	12	38	5	45	2.842105	0.918901	8.790462	2.551382	0.110198
aa*Bb_vs_other	10	88	12	38	5	45	2.842105	0.918901	8.790462	2.551382	0.110198
aa*Bb_vs_other	10	89	11	39	5	45	2.538461	0.811198	7.943545	1.860119	0.172611
aa*Bb_vs_other	10	90	12	38	8	42	1.657895	0.612080	4.490615	0.562500	0.453255
aa*Bb_vs_other	10	91	12	38	5	45	2.842105	0.918901	8.790462	2.551382	0.110198
aa*Bb_vs_other	10	92	12	38	5	45	2.842105	0.918901	8.790462	2.551382	0.110198
aa*Bb_vs_other	10	93	12	38	5	45	2.842105	0.918901	8.790462	2.551382	0.110198
aa*Bb_vs_other	10	94	12	38	5	45	2.842105	0.918901	8.790462	2.551382	0.110198
aa*Bb_vs_other	10	95	12	38	5	45	2.842105	0.918901	8.790462	2.551382	0.110198
aa*Bb_vs_other	10	96	12	38	5	45	2.842105	0.918901	8.790462	2.551382	0.110198
aa*Bb_vs_other	10	97	7	43	3	47	2.550388	0.619952	10.491899	1.000000	0.317311
aa*Bb_vs_other	10	98	12	38	5	45	2.842105	0.918901	8.790462	2.551382	0.110198
aa*Bb_vs_other	10	99	9	41	6	44	1.609756	0.526708	4.919833	0.313726	0.575403
aa*Bb_vs_other	11	12	3	47	2	48	1.531915	0.244789	9.586875	0.000000	1.000000
aa*Bb_vs_other	11	13	6	44	4	46	1.568182	0.414345	5.935135	0.111111	0.738883
aa*Bb_vs_other	11	14	3	47	2	48	1.531915	0.244789	9.586875	0.000000	1.000000
aa*Bb_vs_other	11	15	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
aa*Bb_vs_other	11	16	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
aa*Bb_vs_other	11	17	6	44	6	44	1.000000	0.299304	3.341089	0.094697	0.758289
aa*Bb_vs_other	11	18	3	47	2	48	1.531915	0.244789	9.586875	0.000000	1.000000
aa*Bb_vs_other	11	19	6	44	3	47	2.136364	0.503322	9.067847	0.488400	0.484642
aa*Bb_vs_other	11	20	6	44	3	47	2.136364	0.503322	9.067847	0.488400	0.484642
aa*Bb_vs_other	11	21	6	44	3	47	2.136364	0.503322	9.067847	0.488400	0.484642
aa*Bb_vs_other	11	22	6	44	4	46	1.568182	0.414345	5.935135	0.111111	0.738883
aa*Bb_vs_other	11	23	6	44	4	46	1.568182	0.414345	5.935135	0.111111	0.738883
aa*Bb_vs_other	11	24	4	46	1	49	4.260870	0.459089	39.545719	0.842105	0.358795
aa*Bb_vs_other	11	25	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
aa*Bb_vs_other	11	26	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
aa*Bb_vs_other	11	27	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	11	28	3	47	2	48	1.531915	0.244789	9.586875	0.000000	1.000000
aa*Bb_vs_other	11	29	6	44	5	45	1.227273	0.348998	4.315779	0.000000	1.000000
aa*Bb_vs_other	11	30	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
aa*Bb_vs_other	11	31	4	46	1	49	4.260870	0.459089	39.545719	0.842105	0.358795
aa*Bb_vs_other	11	32	3	47	2	48	1.531915	0.244789	9.586875	0.000000	1.000000
aa*Bb_vs_other	11	33	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
aa*Bb_vs_other	11	34	3	47	2	48	1.531915	0.244789	9.586875	0.000000	1.000000
aa*Bb_vs_other	11	35	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
aa*Bb_vs_other	11	36	3	47	2	48	1.531915	0.244789	9.586875	0.000000	1.000000
aa*Bb_vs_other	11	37	3	47	2	48	1.531915	0.244789	9.586875	0.000000	1.000000
aa*Bb_vs_other	11	38	6	44	6	44	1.000000	0.299304	3.341089	0.094697	0.758289
aa*Bb_vs_other	11	39	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
aa*Bb_vs_other	11	40	3	47	1	50	3.191489	0.320623	31.768194	0.281364	0.595809
aa*Bb_vs_other	11	41	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
aa*Bb_vs_other	11	42	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.673700
aa*Bb_vs_other	11	43	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	11	44	6	44	7	43	0.837662	0.260337	2.695269	0.000000	1.000000
aa*Bb_vs_other	11	45	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	11	46	9	41	7	43	1.348432	0.459563	3.956514	0.074405	0.785028
aa*Bb_vs_other	11	47	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
aa*Bb_vs_other	11	48	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	11	49	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
aa*Bb_vs_other	11	50	5	45	4	46	1.277778	0.322255	5.066535	0.000000	1.000000
aa*Bb_vs_other	11	51	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	11	52	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
aa*Bb_vs_other	11	53	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
aa*Bb_vs_other	11	54	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	11	55	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	11	56	4	46	4	46	1.000000	0.235762	4.241560	0.135870	0.712422
aa*Bb_vs_other	11	57	3	47	2	48	1.531915	0.244789	9.586875	0.000000	1.000000
aa*Bb_vs_other	11	58	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	11	59	6	44	6	44	1.000000	0.299304	3.341089	0.094697	0.758289
aa*Bb_vs_other	11	60	6	44	6	44	1.000000	0.299304	3.341089	0.094697	0.758289
aa*Bb_vs_other	11	61	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
aa*Bb_vs_other	11	62	3	47	3	47	1.000000	0.191931	5.210198	0.177305	0.673700
aa*Bb_vs_other	11	63	8	42	5	45	1.714286	0.519501	5.656917	0.353669	0.552043
aa*Bb_vs_other	11	64	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	11	65	7	43	6	44	1.193798	0.371020	3.841176	0.000000	1.000000
aa*Bb_vs_other	11	66	7	43	5	45	1.465116	0.431940	4.969597	0.094697	0.758289
aa*Bb_vs_other	11	67	6	44	6	44	1.000000	0.299304	3.341089	0.094697	0.758289
aa*Bb_vs_other	11	68	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	11	69	1	49	1	50	1.020408	0.062068	16.775553	0.490147	0.483862
aa*Bb_vs_other	11	70	8	42	6	44	1.396825	0.446801	4.366865	0.083056	0.773197
aa*Bb_vs_other	11	71	8	42	6	44	1.396825	0.446801	4.366865	0.083056	0.773197
aa*Bb_vs_other	11	72	1	49	1	50	1.020408	0.062068	16.775553	0.490147	0.483862
aa*Bb_vs_other	11	73	1	49	1	50	1.020408	0.062068	16.775553	0.490147	0.483862
aa*Bb_vs_other	11	74	1	49	1	50	1.020408	0.062068	16.775553	0.490147	0.483862
aa*Bb_vs_other	11	75	4	46	4	46	1.000000	0.235762	4.241560	0.135870	0.712422
aa*Bb_vs_other	11	76	6	44	3	47	2.136364	0.503322	9.067847	0.488400	0.484642
aa*Bb_vs_other	11	77	10	40	6	44	1.833333	0.610881	5.502070	0.669643	0.413176
aa*Bb_vs_other	11	78	10	40	4	46	2.875000	0.836527	9.880889	2.076412	0.149591
aa*Bb_vs_other	11	79	3	47	1	49	3.127660	0.314103	31.143450	0.260417	0.609834
aa*Bb_vs_other	11	80	8	42	3	47	2.984127	0.742782	11.988736	1.634321	0.201106
aa*Bb_vs_other	11	81	7	43	2	48	3.906977	0.769721	19.831179	1.953602	0.162199
aa*Bb_vs_other	11	82	8	42	4	46	2.190476	0.614507	7.808193	0.852273	0.355910
aa*Bb_vs_other	11	83	8	42	4	46	2.190476	0.614507	7.808193	0.852273	0.355910
aa*Bb_vs_other	11	84	8	42	2	48	4.571429	0.919362	22.730947	2.777778	0.095581
aa*Bb_vs_other	11	85	8	42	2	48	4.571429	0.919362	22.730947	2.777778	0.095581
aa*Bb_vs_other	11	86	8	42	2	48	4.571429	0.919362	22.730947	2.777778	0.095581
aa*Bb_vs_other	11	87	8	42	2	48	4.571429	0.919362	22.730947	2.777778	0.095581
aa*Bb_vs_other	11	88	8	42	2	48	4.571429	0.919362	22.730947	2.777778	0.095581
aa*Bb_vs_other	11	89	7	43	2	48	3.906977	0.769721	19.831179	1.953602	0.162199
aa*Bb_vs_other	11	90	8	42	4	46	2.190476	0.614507	7.808193	0.852273	0.355910
aa*Bb_vs_other	11	91	8	42	2	48	4.571429	0.919362	22.730947	2.777778	0.095581
aa*Bb_vs_other	11	92	8	42	2	48	4.571429	0.919362	22.730947	2.777778	0.095581
aa*Bb_vs_other	11	93	8	42	2	48	4.571429	0.919362	22.730947	2.777778	0.095581
aa*Bb_vs_other	11	94	8	42	2	48	4.571429	0.919362	22.730947	2.777778	0.095581
aa*Bb_vs_other	11	95	8	42	2	48	4.571429	0.919362	22.730947	2.777778	0.095581
aa*Bb_vs_other	11	96	8	42	2	48	4.571429	0.919362	22.730947	2.777778	0.095581
aa*Bb_vs_other	11	97	7	43	1	49	7.976744	0.943226	67.458336	3.396739	0.065325
aa*Bb_vs_other	11	98	9	41	2	48	5.268293	1.076616	25.779778	3.677222	0.055161
aa*Bb_vs_other	11	99	8	42	2	48	4.571429	0.919362	22.730947	2.777778	0.095581
aa*Bb_vs_other	12	13	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	12	14	4	46	8	42	0.456522	0.128071	1.627322	0.852273	0.355910
aa*Bb_vs_other	12	15	3	47	5	45	0.574468	0.129650	2.545428	0.135870	0.712422
aa*Bb_vs_other	12	16	3	47	5	45	0.574468	0.129650	2.545428	0.135870	0.712422
aa*Bb_vs_other	12	17	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	12	18	5	45	8	42	0.583333	0.176775	1.924923	0.353669	0.552043
aa*Bb_vs_other	12	19	3	47	4	46	0.734043	0.155614	3.462529	0.000000	1.000000
aa*Bb_vs_other	12	20	3	47	4	46	0.734043	0.155614	3.462529	0.000000	1.000000
aa*Bb_vs_other	12	21	3	47	4	46	0.734043	0.155614	3.462529	0.000000	1.000000
aa*Bb_vs_other	12	22	2	48	3	47	0.652778	0.104309	4.085148	0.000000	1.000000
aa*Bb_vs_other	12	23	2	48	3	47	0.652778	0.104309	4.085148	0.000000	1.000000
aa*Bb_vs_other	12	24	2	48	3	47	0.652778	0.104309	4.085148	0.000000	1.000000
aa*Bb_vs_other	12	25	2	48	3	47	0.652778	0.104309	4.085148	0.000000	1.000000
aa*Bb_vs_other	12	26	2	48	3	47	0.652778	0.104309	4.085148	0.000000	1.000000
aa*Bb_vs_other	12	27	5	45	11	39	0.393939	0.125888	1.232745	1.860119	0.172611
aa*Bb_vs_other	12	28	2	48	3	47	0.652778	0.104309	4.085148	0.000000	1.000000
aa*Bb_vs_other	12	29	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	12	30	2	48	3	47	0.652778	0.104309	4.085148	0.000000	1.000000
aa*Bb_vs_other	12	31	2	48	3	47	0.652778	0.104309	4.085148	0.000000	1.000000
aa*Bb_vs_other	12	32	2	48	3	47	0.652778	0.104309	4.085148	0.000000	1.000000
aa*Bb_vs_other	12	33	2	48	3	47	0.652778	0.104309	4.085148	0.000000	1.000000
aa*Bb_vs_other	12	34	2	48	3	47	0.652778	0.104309	4.085148	0.000000	1.000000
aa*Bb_vs_other	12	35	3	47	4	46	0.734043	0.155614	3.462529	0.000000	1.000000
aa*Bb_vs_other	12	36	2	48	3	47	0.652778	0.104309	4.085148	0.000000	1.000000
aa*Bb_vs_other	12	37	2	48	3	47	0.652778	0.104309	4.085148	0.000000	1.000000
aa*Bb_vs_other	12	38	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	12	39	2	48	2	48	1.000000	0.135279	7.392135	0.260417	0.609834
aa*Bb_vs_other	12	40	2	48	4	46	0.479167	0.083691	2.743442	0.177305	0.673700
aa*Bb_vs_other	12	41	9	41	11	39	0.778270	0.290924	2.082005	0.062500	0.802587
aa*Bb_vs_other	12	42	3	47	4	46	0.734043	0.155614	3.462529	0.000000	1.000000
aa*Bb_vs_other	12	43	6	44	8	42	0.715909	0.228997	2.238131	0.083056	0.773197
aa*Bb_vs_other	12	44	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	12	45	5	45	11	39	0.393939	0.125888	1.232745	1.860119	0.172611
aa*Bb_vs_other	12	46	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	12	47	2	48	5	45	0.375000	0.069227	2.031357	0.614439	0.433121
aa*Bb_vs_other	12	48	3	47	10	40	0.255319	0.065703	0.992166	3.183024	0.074407
aa*Bb_vs_other	12	49	2	48	4	46	0.479167	0.083691	2.743442	0.177305	0.673700
aa*Bb_vs_other	12	50	2	48	7	43	0.255952	0.050426	1.299173	1.953602	0.162199
aa*Bb_vs_other	12	51	5	45	8	42	0.583333	0.176775	1.924923	0.353669	0.552043
aa*Bb_vs_other	12	52	2	48	3	47	0.652778	0.104309	4.085148	0.000000	1.000000
aa*Bb_vs_other	12	53	2	48	3	47	0.652778	0.104309	4.085148	0.000000	1.000000
aa*Bb_vs_other	12	54	3	47	10	40	0.255319	0.065703	0.992166	3.183024	0.074407
aa*Bb_vs_other	12	55	4	46	8	42	0.456522	0.128071	1.627322	0.852273	0.355910
aa*Bb_vs_other	12	56	2	48	3	47	0.652778	0.104309	4.085148	0.000000	1.000000
aa*Bb_vs_other	12	57	4	46	8	42	0.456522	0.128071	1.627322	0.852273	0.355910
aa*Bb_vs_other	12	58	5	45	12	38	0.351852	0.113760	1.088257	2.551382	0.110198
aa*Bb_vs_other	12	59	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	12	60	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	12	61	2	48	3	47	0.652778	0.104309	4.085148	0.000000	1.000000
aa*Bb_vs_other	12	62	4	46	5	45	0.782609	0.197374	3.103133	0.000000	1.000000
aa*Bb_vs_other	12	63	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	12	64	4	46	8	42	0.456522	0.128071	1.627322	0.852273	0.355910
aa*Bb_vs_other	12	65	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	12	66	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	12	67	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	12	68	4	46	8	42	0.456522	0.128071	1.627322	0.852273	0.355910
aa*Bb_vs_other	12	69	5	45	11	39	0.393939	0.125888	1.232745	1.860119	0.172611
aa*Bb_vs_other	12	70	1	49	5	45	0.183673	0.020662	1.632776	1.595745	0.206507
aa*Bb_vs_other	12	71	1	49	5	45	0.183673	0.020662	1.632776	1.595745	0.206507
aa*Bb_vs_other	12	72	4	46	8	42	0.456522	0.128071	1.627322	0.852273	0.355910
aa*Bb_vs_other	12	73	4	46	9	41	0.396135	0.113406	1.383729	1.414677	0.234281
aa*Bb_vs_other	12	74	4	46	8	42	0.456522	0.128071	1.627322	0.852273	0.355910
aa*Bb_vs_other	12	75	3	47	11	39	0.226306	0.058940	0.868921	4.069767	0.043657
aa*Bb_vs_other	12	76	5	45	11	39	0.393939	0.125888	1.232745	1.860119	0.172611
aa*Bb_vs_other	12	77	2	48	7	43	0.255952	0.050426	1.299173	1.953602	0.162199
aa*Bb_vs_other	12	78	5	45	8	42	0.583333	0.176775	1.924923	0.353669	0.552043
aa*Bb_vs_other	12	79	3	47	9	41	0.290780	0.073730	1.146791	2.367424	0.123891
aa*Bb_vs_other	12	80	4	46	7	43	0.534162	0.146022	1.954008	0.408580	0.522691
aa*Bb_vs_other	12	81	6	44	8	42	0.715909	0.228997	2.238131	0.083056	0.773197
aa*Bb_vs_other	12	82	7	43	8	42	0.854651	0.284514	2.567288	0.000000	1.000000
aa*Bb_vs_other	12	83	5	45	8	42	0.583333	0.176775	1.924923	0.353669	0.552043
aa*Bb_vs_other	12	84	4	46	7	43	0.534162	0.146022	1.954008	0.408580	0.522691
aa*Bb_vs_other	12	85	4	46	7	43	0.534162	0.146022	1.954008	0.408580	0.522691
aa*Bb_vs_other	12	86	4	46	7	43	0.534162	0.146022	1.954008	0.408580	0.522691
aa*Bb_vs_other	12	87	4	46	7	43	0.534162	0.146022	1.954008	0.408580	0.522691
aa*Bb_vs_other	12	88	4	46	7	43	0.534162	0.146022	1.954008	0.408580	0.522691
aa*Bb_vs_other	12	89	4	46	7	43	0.534162	0.146022	1.954008	0.408580	0.522691
aa*Bb_vs_other	12	90	5	45	7	43	0.682540	0.201224	2.315139	0.094697	0.758289
aa*Bb_vs_other	12	91	3	47	7	43	0.392097	0.095312	1.613028	1.000000	0.317311
aa*Bb_vs_other	12	92	3	47	7	43	0.392097	0.095312	1.613028	1.000000	0.317311
aa*Bb_vs_other	12	93	3	47	7	43	0.392097	0.095312	1.613028	1.000000	0.317311
aa*Bb_vs_other	12	94	3	47	7	43	0.392097	0.095312	1.613028	1.000000	0.317311
aa*Bb_vs_other	12	95	3	47	7	43	0.392097	0.095312	1.613028	1.000000	0.317311
aa*Bb_vs_other	12	96	3	47	7	43	0.392097	0.095312	1.613028	1.000000	0.317311
aa*Bb_vs_other	12	97	2	48	2	48	1.000000	0.135279	7.392135	0.260417	0.609834
aa*Bb_vs_other	12	98	3	47	7	43	0.392097	0.095312	1.613028	1.000000	0.317311
aa*Bb_vs_other	12	99	5	45	5	45	1.000000	0.270721	3.693841	0.111111	0.738883
aa*Bb_vs_other	13	14	5	45	10	40	0.444444	0.140034	1.410594	1.254902	0.262618
aa*Bb_vs_other	13	15	4	46	8	42	0.456522	0.128071	1.627322	0.852273	0.355910
aa*Bb_vs_other	13	16	4	46	8	42	0.456522	0.128071	1.627322	0.852273	0.355910
aa*Bb_vs_other	13	17	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	13	18	7	43	8	42	0.854651	0.284514	2.567288	0.000000	1.000000
aa*Bb_vs_other	13	19	5	45	4	46	1.277778	0.322255	5.066535	0.000000	1.000000
aa*Bb_vs_other	13	20	5	45	4	46	1.277778	0.322255	5.066535	0.000000	1.000000
aa*Bb_vs_other	13	21	5	45	4	46	1.277778	0.322255	5.066535	0.000000	1.000000
aa*Bb_vs_other	13	22	3	47	3	47	1.000000	0.191931	5.210198	0.177305	0.673700
aa*Bb_vs_other	13	23	3	47	3	47	1.000000	0.191931	5.210198	0.177305	0.673700
aa*Bb_vs_other	13	24	3	47	6	44	0.468085	0.110280	1.986799	0.488400	0.484642
aa*Bb_vs_other	13	25	3	47	6	44	0.468085	0.110280	1.986799	0.488400	0.484642
aa*Bb_vs_other	13	26	3	47	6	44	0.468085	0.110280	1.986799	0.488400	0.484642
aa*Bb_vs_other	13	27	5	45	13	37	0.316239	0.103246	0.968632	3.319783	0.068451
aa*Bb_vs_other	13	28	3	47	6	44	0.468085	0.110280	1.986799	0.488400	0.484642
aa*Bb_vs_other	13	29	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	13	30	3	47	6	44	0.468085	0.110280	1.986799	0.488400	0.484642
aa*Bb_vs_other	13	31	3	47	6	44	0.468085	0.110280	1.986799	0.488400	0.484642
aa*Bb_vs_other	13	32	3	47	6	44	0.468085	0.110280	1.986799	0.488400	0.484642
aa*Bb_vs_other	13	33	3	47	6	44	0.468085	0.110280	1.986799	0.488400	0.484642
aa*Bb_vs_other	13	34	3	47	6	44	0.468085	0.110280	1.986799	0.488400	0.484642
aa*Bb_vs_other	13	35	4	46	7	43	0.534162	0.146022	1.954008	0.408580	0.522691
aa*Bb_vs_other	13	36	3	47	6	44	0.468085	0.110280	1.986799	0.488400	0.484642
aa*Bb_vs_other	13	37	3	47	6	44	0.468085	0.110280	1.986799	0.488400	0.484642
aa*Bb_vs_other	13	38	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	13	39	3	47	5	45	0.574468	0.129650	2.545428	0.135870	0.712422
aa*Bb_vs_other	13	40	3	47	7	43	0.392097	0.095312	1.613028	1.000000	0.317311
aa*Bb_vs_other	13	41	9	41	12	38	0.695122	0.263391	1.834516	0.241109	0.623406
aa*Bb_vs_other	13	42	5	45	8	42	0.583333	0.176775	1.924923	0.353669	0.552043
aa*Bb_vs_other	13	43	7	43	11	39	0.577167	0.203584	1.636290	0.609756	0.434880
aa*Bb_vs_other	13	44	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	13	45	5	45	12	38	0.351852	0.113760	1.088257	2.551382	0.110198
aa*Bb_vs_other	13	46	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	13	47	3	47	8	42	0.335106	0.083412	1.346291	1.634321	0.201106
aa*Bb_vs_other	13	48	4	46	12	38	0.275362	0.082077	0.923821	3.645833	0.056210
aa*Bb_vs_other	13	49	3	47	7	43	0.392097	0.095312	1.613028	1.000000	0.317311
aa*Bb_vs_other	13	50	2	48	7	43	0.255952	0.050426	1.299173	1.953602	0.162199
aa*Bb_vs_other	13	51	6	44	11	39	0.483471	0.163510	1.429544	1.133948	0.286935
aa*Bb_vs_other	13	52	3	47	6	44	0.468085	0.110280	1.986799	0.488400	0.484642
aa*Bb_vs_other	13	53	3	47	6	44	0.468085	0.110280	1.986799	0.488400	0.484642
aa*Bb_vs_other	13	54	4	46	12	38	0.275362	0.082077	0.923821	3.645833	0.056210
aa*Bb_vs_other	13	55	5	45	11	39	0.393939	0.125888	1.232745	1.860119	0.172611
aa*Bb_vs_other	13	56	3	47	4	46	0.734043	0.155614	3.462529	0.000000	1.000000
aa*Bb_vs_other	13	57	5	45	9	41	0.506173	0.156742	1.634601	0.747508	0.387266
aa*Bb_vs_other	13	58	5	45	13	37	0.316239	0.103246	0.968632	3.319783	0.068451
aa*Bb_vs_other	13	59	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	13	60	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	13	61	3	47	6	44	0.468085	0.110280	1.986799	0.488400	0.484642
aa*Bb_vs_other	13	62	4	46	9	41	0.396135	0.113406	1.383729	1.414677	0.234281
aa*Bb_vs_other	13	63	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	13	64	5	45	11	39	0.393939	0.125888	1.232745	1.860119	0.172611
aa*Bb_vs_other	13	65	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	13	66	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	13	67	1	50	1	50	1.000000	0.060844	16.435440	0.510000	0.475139
aa*Bb_vs_other	13	68	5	45	11	39	0.393939	0.125888	1.232745	1.860119	0.172611
aa*Bb_vs_other	13	69	6	44	12	38	0.431818	0.147848	1.261211	1.693767	0.193105
aa*Bb_vs_other	13	70	2	48	6	44	0.305556	0.058577	1.593872	1.222826	0.268807
aa*Bb_vs_other	13	71	2	48	6	44	0.305556	0.058577	1.593872	1.222826	0.268807
aa*Bb_vs_other	13	72	5	45	9	41	0.506173	0.156742	1.634601	0.747508	0.387266
aa*Bb_vs_other	13	73	5	45	10	40	0.444444	0.140034	1.410594	1.254902	0.262618
aa*Bb_vs_other	13	74	5	45	9	41	0.506173	0.156742	1.634601	0.747508	0.387266
aa*Bb_vs_other	13	75	5	45	12	38	0.351852	0.113760	1.088257	2.551382	0.110198
