Marker1	Marker2	Correlation	Lower	Upper	t-statistic
cg02839557	cg15429127	0.883495	0.802494	0.932519	13.066831
cg02839557	cg15563434	-0.885091	-0.933467	-0.805084	-13.175414
cg02839557	cg15682806	-0.922712	-0.955623	-0.867053	-16.583435
cg02839557	cg15682993	-0.402399	-0.612182	-0.139694	-3.045346
cg02839557	cg15746461	0.747059	0.591761	0.848889	7.785963
cg02839557	cg15810474	-0.899293	-0.941875	-0.828274	-14.246077
cg02839557	cg15935877	-0.930982	-0.960444	-0.880910	-17.668221
cg02839557	cg17834650	-0.873818	-0.926756	-0.786850	-12.450255
cg02839557	cg17837162	-0.849814	-0.912352	-0.748523	-11.170320
cg02839557	cg18032798	0.461246	0.209834	0.655447	3.601609
cg02839557	cg18077436	0.821505	0.704175	0.895162	9.981652
cg02839557	cg18188392	-0.178354	-0.435106	0.105222	-1.255807
cg02839557	cg25032547	0.665291	0.474880	0.796199	6.173820
cg02839557	cg25071634	-0.916340	-0.951896	-0.856434	-15.855537
cg02839557	cg25427172	-0.909001	-0.947592	-0.844268	-15.110007
cg02839557	cg25518695	0.720353	0.552855	0.831900	7.195355
cg02839557	cg25705492	-0.930409	-0.960110	-0.879946	-17.587032
cg02839557	cg25756647	0.681362	0.497333	0.806714	6.449399
cg02839557	cg26058907	-0.900127	-0.942367	-0.829643	-14.315552
cg02839557	cg26517491	0.574998	0.353171	0.735614	4.869128
cg02839557	cg26520468	0.046882	-0.234531	0.321045	0.325163
cg02839557	cg26983430	-0.922142	-0.955290	-0.866100	-16.514811
cg02839557	cg26983535	0.910988	0.847555	0.948759	15.303147
cg02839557	cg27049643	0.816544	0.696497	0.892128	9.799679
cg02839557	cg27433982	0.687807	0.506407	0.810909	6.564685
cg02839557	cg27539833	-0.673576	-0.801630	-0.486424	-6.313841
cg02839557	cg00008945	0.926480	0.873355	0.957821	17.055721
cg02839557	cg00011200	0.938054	0.892828	0.964553	18.756828
cg02839557	cg00011891	0.931901	0.882454	0.960979	17.800291
cg02839557	cg00014152	0.488025	0.242632	0.674721	3.873760
cg02839557	cg00016522	0.923263	0.867973	0.955945	16.650345
cg02842889	cg03052502	-0.780951	-0.870151	-0.642200	-8.662600
cg02842889	cg03155755	-0.804880	-0.884965	-0.678550	-9.396737
cg02842889	cg03244189	0.473510	0.224785	0.664305	3.724589
cg02842889	cg03443143	-0.784287	-0.872225	-0.647230	-8.758395
cg02842889	cg03683899	0.500749	0.258415	0.683791	4.007992
cg02842889	cg03695421	-0.741215	-0.845189	-0.583185	-7.650135
cg02842889	cg03706273	0.233042	-0.048454	0.480242	1.660276
cg02842889	cg03750315	0.129352	-0.154566	0.393535	0.903768
cg02842889	cg03767353	-0.737920	-0.843099	-0.578365	-7.575269
cg02842889	cg04016144	-0.716156	-0.829211	-0.546806	-7.109026
cg02842889	cg04023335	-0.761070	-0.857718	-0.612466	-8.128707
cg02842889	cg04042030	0.649586	0.453174	0.785847	5.919421
cg02842889	cg04303809	0.783487	0.646022	0.871728	8.735250
cg02842889	cg04448376	0.678739	0.493652	0.805003	6.403289
cg02842889	cg04462340	-0.454640	-0.650652	-0.201829	-3.536462
cg02842889	cg04689676	0.689753	0.509155	0.812173	6.600068
cg02842889	cg04792227	-0.535536	-0.708303	-0.302238	-4.393427
cg02842889	cg04840163	0.163921	-0.119903	0.422974	1.151249
cg02842889	cg04964672	-0.773159	-0.865292	-0.630497	-8.446082
cg02842889	cg05213048	-0.495237	-0.679869	-0.251562	-3.949434
cg02842889	cg05230942	-0.724044	-0.834260	-0.558188	-7.272623
cg02842889	cg05480730	0.599554	0.385544	0.752349	5.190124
cg02842889	cg05544622	-0.767844	-0.861967	-0.622550	-8.303900
cg02842889	cg05621349	0.565919	0.341335	0.729376	4.755592
cg02842889	cg05865243	-0.732209	-0.839468	-0.570038	-7.448316
cg02842889	cg05890011	0.713256	0.542636	0.827349	7.050293
cg02842889	cg06322277	-0.750463	-0.851039	-0.596772	-7.866933
cg02842889	cg06479204	0.268753	-0.010376	0.509026	1.933096
cg02842889	cg07731488	0.486624	0.240902	0.673719	3.859182
cg02842889	cg07747963	-0.732250	-0.839494	-0.570096	-7.449204
cg02842889	cg07939587	-0.655011	-0.789432	-0.460646	-6.005741
cg02842889	cg08242338	-0.765439	-0.860461	-0.618965	-8.240955
cg02842889	cg08265308	-0.764055	-0.859593	-0.616904	-8.205108
cg02842889	cg08921682	-0.395548	-0.607062	-0.131695	-2.983775
cg02842889	cg09350919	-0.737878	-0.843072	-0.578304	-7.574328
cg02842889	cg09460641	-0.768959	-0.862665	-0.624215	-8.333372
cg02842889	cg09856092	0.611829	0.401926	0.760641	5.358947
cg02842889	cg10076560	-0.618996	-0.765460	-0.411554	-5.460353
cg02842889	cg10213302	0.671169	0.483062	0.800054	6.272713
cg02842889	cg10252249	-0.766233	-0.860958	-0.620147	-8.261621
cg02842889	cg10267609	-0.750425	-0.851015	-0.596716	-7.866025
cg02842889	cg10363397	-0.462720	-0.656514	-0.211624	-3.616245
cg02842889	cg10698069	0.694635	0.516065	0.815339	6.690052
cg02842889	cg10841270	-0.769431	-0.862960	-0.624919	-8.345889
cg02842889	cg11131351	-0.690177	-0.812448	-0.509755	-6.607817
cg02842889	cg13268984	0.765553	0.619134	0.860532	8.243908
cg02842889	cg13851368	-0.748196	-0.849607	-0.593433	-7.812849
cg02842889	cg14180491	0.728995	0.565366	0.837421	7.378366
cg02842889	cg14210405	-0.686117	-0.809810	-0.504024	-6.534181
cg02842889	cg14466580	-0.745641	-0.847992	-0.589676	-7.752632
cg02842889	cg14741114	0.745560	0.589558	0.847941	7.750749
cg02842889	cg15027426	-0.645119	-0.782888	-0.447042	-5.849524
cg02842889	cg15295597	0.392918	0.128635	0.605092	2.960305
cg02842889	cg15329860	0.813265	0.691436	0.890118	9.682984
cg02842889	cg15345074	0.706939	0.533585	0.823287	6.924922
cg02842889	cg15422579	0.685855	0.503654	0.809639	6.529459
cg02842889	cg15429127	0.718462	0.550127	0.830689	7.156251
cg02842889	cg15563434	-0.742859	-0.846231	-0.585593	-7.687936
cg02842889	cg15682806	-0.767324	-0.861642	-0.621774	-8.290211
cg02842889	cg15682993	-0.287773	-0.524141	-0.010241	-2.081814
cg02842889	cg15746461	0.686838	0.505041	0.810279	6.547177
cg02842889	cg15810474	-0.771333	-0.864150	-0.627762	-8.396736
cg02842889	cg15935877	-0.752494	-0.852321	-0.599768	-7.915946
cg02842889	cg17834650	-0.756434	-0.854803	-0.605592	-8.012493
cg02842889	cg17837162	-0.766000	-0.860812	-0.619799	-8.255540
cg02842889	cg18032798	0.441289	0.185754	0.640916	3.407022
cg02842889	cg18077436	0.681376	0.497353	0.806724	6.449653
cg02842889	cg18188392	-0.163144	-0.422319	0.120689	-1.145647
cg02842889	cg25032547	0.647148	0.449825	0.784233	5.881144
cg02842889	cg25071634	-0.780082	-0.869609	-0.640891	-8.637938
cg02842889	cg25427172	-0.802116	-0.883262	-0.674319	-9.305951
cg02842889	cg25518695	0.651702	0.456084	0.787246	5.952890
cg02842889	cg25705492	-0.624342	-0.769044	-0.418765	-5.537421
cg02842889	cg25756647	0.433878	0.176888	0.635482	3.336389
cg02842889	cg26058907	-0.743274	-0.846494	-0.586202	-7.697536
cg02842889	cg26517491	0.558163	0.331281	0.724027	4.660631
cg02842889	cg26520468	0.297788	0.021192	0.532040	2.161184
cg02842889	cg26983430	-0.755435	-0.854174	-0.604114	-7.987820
cg02842889	cg26983535	0.755881	0.604774	0.854455	7.998816
cg02842889	cg27049643	0.551004	0.322045	0.719071	4.574548
cg02842889	cg27433982	0.659096	0.466289	0.792124	6.071794
cg02842889	cg27539833	-0.308907	-0.540762	-0.033429	-2.250225
cg02842889	cg00008945	0.776037	0.634811	0.867088	8.524883
cg02842889	cg00011200	0.767009	0.621305	0.861444	8.281947
cg02842889	cg00011891	0.763564	0.616173	0.859285	8.192455
cg02842889	cg00014152	0.467553	0.217508	0.660009	3.664518
cg02842889	cg00016522	0.764068	0.616922	0.859600	8.205422
cg03052502	cg03155755	0.968767	0.945332	0.982248	27.066868
cg03052502	cg03244189	-0.529278	-0.703925	-0.294281	-4.321948
cg03052502	cg03443143	0.955833	0.923072	0.974825	22.531418
cg03052502	cg03683899	-0.480545	-0.669363	-0.233414	-3.796380
cg03052502	cg03695421	0.946901	0.907826	0.969674	20.403696
cg03052502	cg03706273	-0.089020	-0.358489	0.194144	-0.619204
cg03052502	cg03750315	-0.263672	-0.504963	0.015844	-1.893788
cg03052502	cg03767353	0.918022	0.859233	0.952882	16.039825
cg03052502	cg04016144	0.948564	0.910657	0.970635	20.758581
cg03052502	cg04023335	0.949910	0.912950	0.971411	21.058054
cg03052502	cg04042030	-0.648606	-0.785198	-0.451826	-5.903989
cg03052502	cg04303809	-0.812358	-0.889561	-0.690039	-9.651200
cg03052502	cg04448376	-0.719862	-0.831586	-0.552146	-7.185177
cg03052502	cg04462340	0.426645	0.168276	0.630161	3.268266
cg03052502	cg04689676	-0.654602	-0.789161	-0.460081	-5.999170
cg03052502	cg04792227	0.721063	0.553880	0.832354	7.210119
cg03052502	cg04840163	-0.267703	-0.508188	0.011507	-1.924961
cg03052502	cg04964672	0.942449	0.900265	0.967099	19.528803
cg03052502	cg05213048	0.669266	0.480410	0.798807	6.240471
cg03052502	cg05230942	0.892889	0.817787	0.938090	13.738452
cg03052502	cg05480730	-0.794909	-0.878811	-0.663327	-9.077018
cg03052502	cg05544622	0.974850	0.955877	0.985725	30.305861
cg03052502	cg05621349	-0.530954	-0.705099	-0.296409	-4.340994
cg03052502	cg05865243	0.961595	0.932961	0.978137	24.272385
cg03052502	cg05890011	-0.825946	-0.897874	-0.711072	-10.150473
cg03052502	cg06322277	0.953771	0.919543	0.973638	21.987282
cg03052502	cg06479204	-0.429417	-0.632203	-0.171572	-3.294281
cg03052502	cg07731488	-0.355092	-0.576467	-0.085157	-2.631654
cg03052502	cg07747963	0.907957	0.842542	0.946978	15.010867
cg03052502	cg07939587	0.850270	0.749244	0.912627	11.191931
cg03052502	cg08242338	0.931013	0.880962	0.960462	17.672602
cg03052502	cg08265308	0.951892	0.916332	0.972555	21.521421
cg03052502	cg08921682	0.339434	0.067454	0.564455	2.500095
cg03052502	cg09350919	0.945949	0.906208	0.969124	20.207979
cg03052502	cg09460641	0.976747	0.959176	0.986807	31.563917
cg03052502	cg09856092	-0.763392	-0.859177	-0.615918	-8.188035
cg03052502	cg10076560	0.646658	0.449152	0.783908	5.873484
cg03052502	cg10213302	-0.943600	-0.967766	-0.902219	-19.745440
cg03052502	cg10252249	0.909363	0.844866	0.947804	15.144692
cg03052502	cg10267609	0.951316	0.915349	0.972223	21.383963
cg03052502	cg10363397	0.631881	0.428980	0.774084	5.648303
cg03052502	cg10698069	-0.868204	-0.923401	-0.777827	-12.122152
cg03052502	cg10841270	0.914784	0.853849	0.950985	15.689830
cg03052502	cg11131351	0.819145	0.700519	0.893720	9.894253
cg03052502	cg13268984	-0.664905	-0.795946	-0.474343	-6.167394
cg03052502	cg13851368	0.967098	0.942447	0.981293	26.337238
cg03052502	cg14180491	-0.944260	-0.968147	-0.903339	-19.872480
cg03052502	cg14210405	0.843734	0.738921	0.908678	10.890421
cg03052502	cg14466580	0.958870	0.928279	0.976572	23.404417
cg03052502	cg14741114	-0.671015	-0.799953	-0.482848	-6.270103
cg03052502	cg15027426	0.727422	0.563083	0.836417	7.344512
cg03052502	cg15295597	-0.433268	-0.635035	-0.176161	-3.330618
cg03052502	cg15329860	-0.926502	-0.957835	-0.873392	-17.058649
cg03052502	cg15345074	-0.783584	-0.871788	-0.646169	-8.738045
cg03052502	cg15422579	-0.736950	-0.842482	-0.576947	-7.553448
cg03052502	cg15429127	-0.886703	-0.934425	-0.807705	-13.287338
cg03052502	cg15563434	0.946287	0.906783	0.969320	20.276922
cg03052502	cg15682806	0.966766	0.941873	0.981102	26.198399
cg03052502	cg15682993	0.465865	0.215451	0.658789	3.647608
cg03052502	cg15746461	-0.710469	-0.825558	-0.538638	-6.994558
cg03052502	cg15810474	0.935959	0.889289	0.963336	18.416143
cg03052502	cg15935877	0.968168	0.944296	0.981905	26.798401
cg03052502	cg17834650	0.958197	0.927124	0.976185	23.203018
cg03052502	cg17837162	0.925224	0.871252	0.957089	16.894457
cg03052502	cg18032798	-0.526007	-0.701630	-0.290134	-4.284968
cg03052502	cg18077436	-0.883705	-0.932644	-0.802835	-13.080981
cg03052502	cg18188392	0.220836	-0.061284	0.470280	1.568727
cg03052502	cg25032547	-0.698532	-0.817861	-0.521598	-6.763158
cg03052502	cg25071634	0.956578	0.924347	0.975254	22.737148
cg03052502	cg25427172	0.950547	0.914037	0.971779	21.204113
cg03052502	cg25518695	-0.730287	-0.838244	-0.567242	-7.406354
cg03052502	cg25705492	0.908442	0.843344	0.947263	15.056731
cg03052502	cg25756647	-0.626556	-0.770526	-0.421759	-5.569715
cg03052502	cg26058907	0.948654	0.910810	0.970687	20.778128
cg03052502	cg26517491	-0.679250	-0.805337	-0.494368	-6.412235
cg03052502	cg26520468	-0.165042	-0.423920	0.118767	-1.159342
cg03052502	cg26983430	0.958056	0.926882	0.976104	23.161316
cg03052502	cg26983535	-0.948638	-0.970677	-0.910783	-20.774670
cg03052502	cg27049643	-0.748335	-0.849695	-0.593638	-7.816158
cg03052502	cg27433982	-0.787812	-0.874415	-0.652559	-8.861796
cg03052502	cg27539833	0.612932	0.403405	0.761384	5.374421
cg03052502	cg00008945	-0.971643	-0.983893	-0.950312	-28.469915
cg03052502	cg00011200	-0.967580	-0.981568	-0.943279	-26.541899
cg03052502	cg00011891	-0.967864	-0.981731	-0.943770	-26.664852
cg03052502	cg00014152	-0.537239	-0.709493	-0.304409	-4.413057
cg03052502	cg00016522	-0.964956	-0.980065	-0.938751	-25.476976
cg03155755	cg03244189	-0.592267	-0.747403	-0.375882	-5.092633
cg03155755	cg03443143	0.972739	0.952211	0.984519	29.061001
cg03155755	cg03683899	-0.525524	-0.701291	-0.289523	-4.279532
cg03155755	cg03695421	0.962842	0.935108	0.978853	24.700703
cg03155755	cg03706273	-0.125781	-0.390463	0.158107	-0.878411
cg03155755	cg03750315	-0.339860	-0.564784	-0.067935	-2.503650
cg03155755	cg03767353	0.918843	0.860600	0.953362	16.131681
cg03155755	cg04016144	0.963626	0.936458	0.979303	24.980774
cg03155755	cg04023335	0.966880	0.942070	0.981167	26.245743
cg03155755	cg04042030	-0.743946	-0.846919	-0.587188	-7.713116
cg03155755	cg04303809	-0.797885	-0.880651	-0.667860	-9.170246
cg03155755	cg04448376	-0.728157	-0.836886	-0.564149	-7.360290
cg03155755	cg04462340	0.440389	0.184675	0.640257	3.398397
cg03155755	cg04689676	-0.665231	-0.796159	-0.474795	-6.172806
cg03155755	cg04792227	0.696292	0.518417	0.816412	6.721002
cg03155755	cg04840163	-0.347781	-0.570870	-0.076870	-2.569922
cg03155755	cg04964672	0.965808	0.940220	0.980554	25.809547
cg03155755	cg05213048	0.697281	0.519821	0.817052	6.739565
cg03155755	cg05230942	0.906979	0.840927	0.946403	14.919522
cg03155755	cg05480730	-0.798030	-0.880740	-0.668081	-9.174830
cg03155755	cg05544622	0.982848	0.969816	0.990281	36.923660
cg03155755	cg05621349	-0.511062	-0.691102	-0.271304	-4.119326
cg03155755	cg05865243	0.973838	0.954119	0.985147	29.690422
cg03155755	cg05890011	-0.853296	-0.914451	-0.754042	-11.337772
cg03155755	cg06322277	0.948541	0.910618	0.970622	20.753586
cg03155755	cg06479204	-0.337264	-0.562784	-0.065015	-2.482059
cg03155755	cg07731488	-0.373094	-0.590158	-0.105721	-2.786041
cg03155755	cg07747963	0.925788	0.872197	0.957418	16.966480
cg03155755	cg07939587	0.842576	0.737098	0.907978	10.838818
cg03155755	cg08242338	0.961492	0.932784	0.978078	24.238024
cg03155755	cg08265308	0.968834	0.945448	0.982286	27.097359
cg03155755	cg08921682	0.413012	0.152152	0.620079	3.141928
cg03155755	cg09350919	0.963794	0.936747	0.979399	25.041901
cg03155755	cg09460641	0.986162	0.975617	0.992165	41.212486
cg03155755	cg09856092	-0.717383	-0.829997	-0.548572	-7.134098
cg03155755	cg10076560	0.618163	0.410432	0.764901	5.448452
cg03155755	cg10213302	-0.954111	-0.973834	-0.920124	-22.074467
cg03155755	cg10252249	0.959483	0.929331	0.976924	23.592102
cg03155755	cg10267609	0.959670	0.929652	0.977031	23.650244
cg03155755	cg10363397	0.616187	0.407775	0.763574	5.420355
cg03155755	cg10698069	-0.820560	-0.894585	-0.702710	-9.946479
cg03155755	cg10841270	0.910630	0.846961	0.948548	15.267826
cg03155755	cg11131351	0.823600	0.707425	0.896442	10.060570
cg03155755	cg13268984	-0.707587	-0.823704	-0.534511	-6.937618
cg03155755	cg13851368	0.971262	0.949651	0.983675	28.272236
cg03155755	cg14180491	-0.947523	-0.970033	-0.908884	-20.534443
cg03155755	cg14210405	0.872537	0.784788	0.925991	12.373611
cg03155755	cg14466580	0.964802	0.938484	0.979977	25.417976
cg03155755	cg14741114	-0.719743	-0.831509	-0.551975	-7.182711
cg03155755	cg15027426	0.735839	0.575326	0.841776	7.528599
cg03155755	cg15295597	-0.457388	-0.652648	-0.205154	-3.563466
cg03155755	cg15329860	-0.928507	-0.959003	-0.876754	-17.324654
cg03155755	cg15345074	-0.793960	-0.878225	-0.661885	-9.047690
cg03155755	cg15422579	-0.772219	-0.864704	-0.629088	-8.420599
cg03155755	cg15429127	-0.906824	-0.946311	-0.840670	-14.905109
cg03155755	cg15563434	0.950490	0.913939	0.971746	21.190838
cg03155755	cg15682806	0.970784	0.948822	0.983401	28.029224
cg03155755	cg15682993	0.478548	0.230961	0.667929	3.775911
cg03155755	cg15746461	-0.748700	-0.849926	-0.594175	-7.824821
cg03155755	cg15810474	0.966910	0.942122	0.981185	26.258169
cg03155755	cg15935877	0.982818	0.969764	0.990264	36.890583
cg03155755	cg17834650	0.965643	0.939935	0.980459	25.744143
cg03155755	cg17837162	0.946932	0.907879	0.969692	20.410183
cg03155755	cg18032798	-0.451849	-0.648622	-0.198457	-3.509156
cg03155755	cg18077436	-0.842619	-0.908004	-0.737166	-10.840737
cg03155755	cg18188392	0.236824	-0.044459	0.483316	1.688806
cg03155755	cg25032547	-0.727763	-0.836634	-0.563576	-7.351813
cg03155755	cg25071634	0.972700	0.952143	0.984496	29.039171
cg03155755	cg25427172	0.981552	0.967551	0.989544	35.567589
cg03155755	cg25518695	-0.775009	-0.866447	-0.633269	-8.496583
cg03155755	cg25705492	0.933051	0.884389	0.961647	17.969328
cg03155755	cg25756647	-0.614856	-0.762679	-0.405987	-5.401519
cg03155755	cg26058907	0.942189	0.899826	0.966949	19.480900
cg03155755	cg26517491	-0.656663	-0.790521	-0.462925	-6.032334
cg03155755	cg26520468	-0.131993	-0.395803	0.151942	-0.922545
cg03155755	cg26983430	0.967767	0.943602	0.981675	26.622677
cg03155755	cg26983535	-0.953796	-0.973652	-0.919585	-21.993551
cg03155755	cg27049643	-0.760749	-0.857517	-0.611989	-8.120568
cg03155755	cg27433982	-0.777466	-0.867979	-0.636956	-8.564509
cg03155755	cg27539833	0.588720	0.371196	0.744990	5.045882
cg03155755	cg00008945	-0.984186	-0.991042	-0.972157	-38.493568
cg03155755	cg00011200	-0.980456	-0.988920	-0.965638	-34.526875
cg03155755	cg00011891	-0.980192	-0.988770	-0.965177	-34.289028
cg03155755	cg00014152	-0.544742	-0.714721	-0.314002	-4.500439
cg03155755	cg00016522	-0.980003	-0.988662	-0.964847	-34.121700
cg03244189	cg03443143	-0.575906	-0.736236	-0.354359	-4.880634
cg03244189	cg03683899	0.387242	0.122045	0.600831	2.909931
cg03244189	cg03695421	-0.572871	-0.734155	-0.350392	-4.842296
cg03244189	cg03706273	0.119748	-0.164073	0.385259	0.835653
cg03244189	cg03750315	0.342611	0.071032	0.566900	2.526592
cg03244189	cg03767353	-0.652990	-0.788097	-0.457859	-5.973394
cg03244189	cg04016144	-0.598286	-0.751490	-0.383860	-5.173021
cg03244189	cg04023335	-0.606458	-0.757019	-0.394741	-5.284343
cg03244189	cg04042030	0.592511	0.376205	0.747569	5.095868
cg03244189	cg04303809	0.514500	0.275619	0.693530	4.156964
cg03244189	cg04448376	0.476848	0.228874	0.666707	3.758537
cg03244189	cg04462340	-0.298352	-0.532484	-0.021811	-2.165679
cg03244189	cg04689676	0.521837	0.284861	0.698700	4.238214
cg03244189	cg04792227	-0.285392	-0.522257	-0.007647	-2.063058
cg03244189	cg04840163	0.159473	-0.124402	0.419216	1.119183
cg03244189	cg04964672	-0.612539	-0.761119	-0.402878	-5.368897
cg03244189	cg05213048	-0.619603	-0.765868	-0.412371	-5.469040
cg03244189	cg05230942	-0.517573	-0.695698	-0.279486	-4.190848
cg03244189	cg05480730	0.528380	0.293141	0.703295	4.311765
cg03244189	cg05544622	-0.573900	-0.734861	-0.351736	-4.855262
cg03244189	cg05621349	0.334506	0.061919	0.560656	2.459192
cg03244189	cg05865243	-0.602432	-0.754298	-0.389373	-5.229181
cg03244189	cg05890011	0.665599	0.475307	0.796401	6.178941
cg03244189	cg06322277	-0.576174	-0.736420	-0.354710	-4.884033
cg03244189	cg06479204	0.035200	-0.245558	0.310510	0.244026
cg03244189	cg07731488	0.253848	-0.026367	0.497078	1.818273
cg03244189	cg07747963	-0.632736	-0.774654	-0.430142	-5.661044
cg03244189	cg07939587	-0.656205	-0.790219	-0.462293	-6.024940
cg03244189	cg08242338	-0.641161	-0.780261	-0.441624	-5.788446
cg03244189	cg08265308	-0.586865	-0.743726	-0.368749	-5.021603
cg03244189	cg08921682	-0.083319	-0.353473	0.199665	-0.579262
cg03244189	cg09350919	-0.631905	-0.774100	-0.429013	-5.648658
cg03244189	cg09460641	-0.597568	-0.751003	-0.382906	-5.163359
cg03244189	cg09856092	0.403198	0.140628	0.612778	3.052558
cg03244189	cg10076560	-0.135956	-0.399201	0.147997	-0.950760
cg03244189	cg10213302	0.566225	0.341734	0.729587	4.759385
cg03244189	cg10252249	-0.612866	-0.761339	-0.403316	-5.373482
cg03244189	cg10267609	-0.574588	-0.735333	-0.352635	-4.863948
cg03244189	cg10363397	-0.006324	-0.284176	0.272508	-0.043814
cg03244189	cg10698069	0.526377	0.290603	0.701890	4.289135
cg03244189	cg10841270	-0.589143	-0.745278	-0.371754	-5.051435
cg03244189	cg11131351	-0.468331	-0.660571	-0.218457	-3.672322
cg03244189	cg13268984	0.493335	0.249204	0.678514	3.929380
cg03244189	cg13851368	-0.594851	-0.749159	-0.379302	-5.126972
cg03244189	cg14180491	0.592938	0.376769	0.747859	5.101521
cg03244189	cg14210405	-0.452821	-0.649330	-0.199631	-3.518657
cg03244189	cg14466580	-0.572541	-0.733929	-0.349961	-4.838144
cg03244189	cg14741114	0.563668	0.338411	0.727826	4.727839
cg03244189	cg15027426	-0.468026	-0.660351	-0.218085	-3.669262
cg03244189	cg15295597	0.482906	0.236319	0.671057	3.820689
cg03244189	cg15329860	0.588642	0.371093	0.744937	5.044859
cg03244189	cg15345074	0.536678	0.303693	0.709101	4.406582
cg03244189	cg15422579	0.505146	0.263900	0.686912	4.055173
cg03244189	cg15429127	0.597842	0.383270	0.751189	5.167041
cg03244189	cg15563434	-0.614536	-0.762463	-0.405557	-5.396996
cg03244189	cg15682806	-0.570952	-0.732838	-0.347888	-4.818210
cg03244189	cg15682993	-0.185542	-0.441113	0.097865	-1.308187
cg03244189	cg15746461	0.570055	0.346718	0.732221	4.806988
cg03244189	cg15810474	-0.597334	-0.750844	-0.382596	-5.160214
cg03244189	cg15935877	-0.599058	-0.752013	-0.384884	-5.183417
cg03244189	cg17834650	-0.558135	-0.724007	-0.331245	-4.660291
cg03244189	cg17837162	-0.568295	-0.731012	-0.344426	-4.785057
cg03244189	cg18032798	0.467194	0.217070	0.659750	3.660913
cg03244189	cg18077436	0.515713	0.277144	0.694386	4.170310
cg03244189	cg18188392	0.102137	-0.181372	0.369972	0.711349
cg03244189	cg25032547	0.536108	0.302967	0.708703	4.400013
cg03244189	cg25071634	-0.609016	-0.758745	-0.398159	-5.319725
cg03244189	cg25427172	-0.608202	-0.758196	-0.397071	-5.308436
cg03244189	cg25518695	0.487219	0.241636	0.674145	3.865368
cg03244189	cg25705492	-0.546098	-0.715664	-0.315740	-4.516391
cg03244189	cg25756647	0.617140	0.409056	0.764214	5.433883
cg03244189	cg26058907	-0.538823	-0.710598	-0.306430	-4.431378
cg03244189	cg26517491	0.269608	-0.009453	0.509709	1.939731
cg03244189	cg26520468	0.063986	-0.218253	0.336348	0.444221
cg03244189	cg26983430	-0.574409	-0.735210	-0.352401	-4.861685
cg03244189	cg26983535	0.626923	0.422256	0.770771	5.575089
cg03244189	cg27049643	0.484100	0.237790	0.671912	3.833025
cg03244189	cg27433982	0.466162	0.215813	0.659004	3.650584
cg03244189	cg27539833	-0.263087	-0.504495	0.016472	-1.889273
cg03244189	cg00008945	0.595302	0.379900	0.749465	5.132994
cg03244189	cg00011200	0.607960	0.396747	0.758033	5.305085
cg03244189	cg00011891	0.609672	0.399038	0.759188	5.328847
cg03244189	cg00014152	0.489961	0.245025	0.676105	3.893970
cg03244189	cg00016522	0.600392	0.386658	0.752917	5.201462
cg03443143	cg03683899	-0.559222	-0.724758	-0.332650	-4.673484
cg03443143	cg03695421	0.959532	0.929416	0.976952	23.607491
cg03443143	cg03706273	-0.107322	-0.374487	0.176298	-0.747865
cg03443143	cg03750315	-0.301798	-0.535191	-0.025596	-2.193183
cg03443143	cg03767353	0.898108	0.826330	0.941175	14.148742
cg03443143	cg04016144	0.963640	0.936481	0.979310	24.985685
cg03443143	cg04023335	0.966610	0.941605	0.981013	26.134123
cg03443143	cg04042030	-0.690073	-0.812380	-0.509607	-6.605915
cg03443143	cg04303809	-0.763371	-0.859163	-0.615885	-8.187472
cg03443143	cg04448376	-0.696888	-0.816798	-0.519262	-6.732175
cg03443143	cg04462340	0.442644	0.187379	0.641907	3.420025
cg03443143	cg04689676	-0.656592	-0.790474	-0.462828	-6.031199
cg03443143	cg04792227	0.705240	0.531156	0.822192	6.891764
cg03443143	cg04840163	-0.232772	-0.480023	0.048738	-1.658242
cg03443143	cg04964672	0.974592	0.955427	0.985577	30.145020
cg03443143	cg05213048	0.692534	0.513090	0.813978	6.651124
cg03443143	cg05230942	0.897071	0.824631	0.940563	14.064922
cg03443143	cg05480730	-0.806279	-0.885826	-0.680695	-9.443335
cg03443143	cg05544622	0.970072	0.947590	0.982995	27.678823
cg03443143	cg05621349	-0.581626	-0.740150	-0.361857	-4.953703
cg03443143	cg05865243	0.954088	0.920085	0.973820	22.068502
cg03443143	cg05890011	-0.842489	-0.907925	-0.736960	-10.834935
cg03443143	cg06322277	0.960164	0.930501	0.977315	23.805779
cg03443143	cg06479204	-0.377116	-0.593200	-0.110347	-2.821025
cg03443143	cg07731488	-0.378394	-0.594165	-0.111819	-2.832175
cg03443143	cg07747963	0.915059	0.854305	0.951146	15.718792
cg03443143	cg07939587	0.831637	0.719943	0.901340	10.375562
cg03443143	cg08242338	0.957975	0.926743	0.976057	23.137524
cg03443143	cg08265308	0.957759	0.926372	0.975933	23.074270
cg03443143	cg08921682	0.328840	0.055574	0.556275	2.412438
cg03443143	cg09350919	0.960764	0.931533	0.977660	23.998533
cg03443143	cg09460641	0.981922	0.968197	0.989754	35.939938
cg03443143	cg09856092	-0.738162	-0.843252	-0.578718	-7.580717
cg03443143	cg10076560	0.647277	0.450002	0.784318	5.883161
cg03443143	cg10213302	-0.932951	-0.961589	-0.884221	-17.954424
cg03443143	cg10252249	0.948623	0.910758	0.970669	20.771515
cg03443143	cg10267609	0.954077	0.920066	0.973814	22.065643
cg03443143	cg10363397	0.625667	0.420557	0.769931	5.556727
